candidate_id,candidate_label,caution_level,sensitivity_only,validation_layer,split_id,repeat_id,fold_id,n_assessment,base_log_loss,uncertainty_log_loss,base_bal_accuracy,uncertainty_bal_accuracy,determinate_rate,indeterminate_rate,final_class_changed_rate,any_flip_rate,base_to_indeterminate_rate,boundary_cross_rate,mean_switch_rate,median_switch_rate,mean_abs_top_prob_shift,top_prob_shift_gt_0_05_rate
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat02__Fold2,Repeat02,Fold2,12,0.5324603967551368,0.5287805731137972,0.6571428571428571,0.5571428571428572,0.5833333333333334,0.4166666666666667,0,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.17716666666666667,0.045000000000000005,0.0163657079053298,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat02__Fold3,Repeat02,Fold3,11,0.4761197138231205,0.4761638405460272,0.8035714285714286,0.8035714285714286,0.7272727272727273,0.2727272727272727,0,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.09236363636363636,0.024,0.0091056473066654,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat02__Fold4,Repeat02,Fold4,11,0.5280028629924147,0.5295470212679333,0.625,0.625,0.9090909090909091,0.09090909090909091,0,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.028363636363636358,0,0.0020576139072697123,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat02__Fold5,Repeat02,Fold5,10,0.5854038539083936,0.5916433749474763,0.625,0.625,0.6,0.4,0,0.7,0.4,0.4,0.151,0.05399999999999998,0.01884014940775226,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat03__Fold1,Repeat03,Fold1,12,0.5963127536924648,0.5937436399042086,0.4571428571428572,0.35714285714285715,0.75,0.25,0,0.5833333333333334,0.25,0.25,0.09966666666666667,0.0050000000000000044,0.007560244610097688,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat03__Fold2,Repeat03,Fold2,12,0.565774807875228,0.561247799709645,0.7571428571428571,0.7571428571428571,0.6666666666666666,0.3333333333333333,0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.10700000000000001,0.04400000000000002,0.015189779874929105,0.08333333333333333
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat03__Fold3,Repeat03,Fold3,11,0.4785692111617265,0.48101255142921867,0.625,0.625,0.8181818181818182,0.18181818181818182,0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.051272727272727275,0,0.0031929432417545037,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat03__Fold4,Repeat03,Fold4,11,0.5835741108459767,0.5800544179160321,0.6785714285714286,0.6785714285714286,0.7272727272727273,0.2727272727272727,0,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.09145454545454546,0.008,0.00812780442273125,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat03__Fold5,Repeat03,Fold5,10,0.3990393455324702,0.4112445526654028,0.9166666666666667,0.9166666666666667,0.6,0.4,0,0.5,0.4,0.4,0.09140000000000001,0.0010000000000000009,0.013527156499882297,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat04__Fold1,Repeat04,Fold1,12,0.6579401310689273,0.6633813151028097,0.4571428571428572,0.4571428571428572,0.5833333333333334,0.4166666666666667,0,0.75,0.4166666666666667,0.4166666666666667,0.1235,0.020000000000000004,0.014125897006777122,0.08333333333333333
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat04__Fold2,Repeat04,Fold2,12,0.42783346106792175,0.43732466365886075,0.8,0.8,0.75,0.25,0,0.5,0.25,0.25,0.08383333333333333,0.0020000000000000018,0.011022840902063041,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat04__Fold3,Repeat04,Fold3,11,0.47842817042467184,0.47780881243160084,0.6785714285714286,0.6785714285714286,0.6363636363636364,0.36363636363636365,0,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.10236363636363636,0.018,0.009364517911023742,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat04__Fold4,Repeat04,Fold4,11,0.5480596624844335,0.5422226309174802,0.8571428571428572,0.8571428571428572,0.45454545454545453,0.5454545454545454,0,0.7272727272727273,0.5454545454545454,0.5454545454545454,0.15854545454545454,0.152,0.01601883790708448,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat04__Fold5,Repeat04,Fold5,10,0.5791087781761222,0.5789318454973391,0.4583333333333333,0.4583333333333333,0.5,0.5,0,0.6,0.5,0.5,0.15519999999999998,0.089,0.009583696249664087,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat05__Fold1,Repeat05,Fold1,12,0.44588122562447174,0.4509350279610255,0.6,0.6,0.75,0.25,0,0.5,0.25,0.25,0.06966666666666668,0.0010000000000000009,0.005849328088583905,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat05__Fold2,Repeat05,Fold2,12,0.5619621518558668,0.5617623786360603,0.6285714285714286,0.6285714285714286,0.8333333333333334,0.16666666666666666,0,0.75,0.16666666666666666,0.16666666666666666,0.07150000000000001,0.010000000000000009,0.00769560699231539,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat05__Fold3,Repeat05,Fold3,11,0.46255930254223854,0.469945720608149,0.7857142857142857,0.7857142857142857,0.7272727272727273,0.2727272727272727,0,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.07272727272727272,0.0040000000000000036,0.011707682481141977,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat05__Fold4,Repeat05,Fold4,11,0.5328267136632325,0.5315288939349962,0.6785714285714286,0.6785714285714286,0.6363636363636364,0.36363636363636365,0,0.7272727272727273,0.36363636363636365,0.36363636363636365,0.07472727272727274,0.006000000000000005,0.005878604418258029,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat05__Fold5,Repeat05,Fold5,10,0.5510727657064917,0.5509172903587517,0.5416666666666667,0.5416666666666667,0.7,0.3,0,0.6,0.3,0.3,0.1092,0.02200000000000002,0.006777978281657127,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat06__Fold1,Repeat06,Fold1,12,0.5586527603120295,0.55989005667987,0.7,0.7,0.8333333333333334,0.16666666666666666,0,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.05333333333333334,0.004000000000000001,0.004024766039348501,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat06__Fold2,Repeat06,Fold2,12,0.546716495907139,0.5479938718763703,0.5,0.5,0.8333333333333334,0.16666666666666666,0,0.25,0.16666666666666666,0.16666666666666666,0.041499999999999995,0,0.0024060824403360215,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat06__Fold3,Repeat06,Fold3,11,0.5310201131632759,0.5364825704302706,0.6785714285714286,0.6785714285714286,0.5454545454545454,0.45454545454545453,0,0.6363636363636364,0.45454545454545453,0.45454545454545453,0.10872727272727274,0.08,0.011147856765133846,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat06__Fold4,Repeat06,Fold4,11,0.5424411942844826,0.5452310783937642,0.7321428571428572,0.7321428571428572,0.7272727272727273,0.2727272727272727,0,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.09,0.004,0.009086365259786738,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat06__Fold5,Repeat06,Fold5,10,0.46733015234258446,0.4683399120544165,0.9166666666666667,0.9166666666666667,0.8,0.2,0,0.6,0.2,0.2,0.1028,0.018000000000000013,0.013610102726240105,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat07__Fold1,Repeat07,Fold1,12,0.5393577826617935,0.5422134304678976,0.6,0.6,0.75,0.25,0,0.25,0.25,0.25,0.060666666666666674,0,0.002703913551114721,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat07__Fold2,Repeat07,Fold2,12,0.5716759882826452,0.5709255836302249,0.4571428571428572,0.4571428571428572,0.6666666666666666,0.3333333333333333,0,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.12366666666666667,0.02300000000000002,0.010588727370972346,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat07__Fold3,Repeat07,Fold3,11,0.4227909642110802,0.42840190519490323,0.875,0.875,0.7272727272727273,0.2727272727272727,0,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.06581818181818182,0,0.0065334638625906116,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat07__Fold4,Repeat07,Fold4,11,0.5616946921771534,0.5603475412107598,0.7321428571428572,0.7321428571428572,0.8181818181818182,0.18181818181818182,0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.05927272727272727,0.01,0.008353088067029845,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat07__Fold5,Repeat07,Fold5,10,0.639560037807568,0.6408181379808786,0.5,0.5,1,0,0,0,0,0,0,0,0.0011380203813118439,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat08__Fold1,Repeat08,Fold1,12,0.5412872933684777,0.541852206411741,0.7571428571428571,0.7571428571428571,0.75,0.25,0,0.6666666666666666,0.25,0.25,0.10366666666666667,0.010000000000000009,0.01149944231505178,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat08__Fold2,Repeat08,Fold2,12,0.520102167397454,0.5209308650185048,0.7,0.7,0.6666666666666666,0.3333333333333333,0,0.5833333333333334,0.3333333333333333,0.3333333333333333,0.11733333333333333,0.020000000000000018,0.008504894507047778,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat08__Fold3,Repeat08,Fold3,11,0.519528874749363,0.5210837993364975,0.6785714285714286,0.6785714285714286,0.8181818181818182,0.18181818181818182,0,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.057090909090909095,0,0.003230769040397642,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat08__Fold4,Repeat08,Fold4,11,0.5351722201251151,0.5318065862048482,0.6071428571428572,0.6071428571428572,0.8181818181818182,0.18181818181818182,0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.05018181818181819,0.01,0.009026607429691302,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat08__Fold5,Repeat08,Fold5,10,0.4869331227489725,0.4953961754951523,1,1,0.5,0.5,0,0.8,0.5,0.5,0.1756,0.12200000000000001,0.023160021232907845,0.2
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat09__Fold1,Repeat09,Fold1,12,0.48976711114725735,0.49069980976412836,0.6,0.6,0.6666666666666666,0.3333333333333333,0,0.5,0.3333333333333333,0.3333333333333333,0.07766666666666666,0.0010000000000000009,0.004997937787972723,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat09__Fold2,Repeat09,Fold2,12,0.6427592901897594,0.6397821290960581,0.7285714285714285,0.7285714285714285,0.6666666666666666,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.13183333333333333,0.0030000000000000027,0.016208978082360177,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat09__Fold3,Repeat09,Fold3,11,0.4263358601007742,0.43320347994689395,0.8571428571428572,0.8571428571428572,0.5454545454545454,0.45454545454545453,0,0.7272727272727273,0.45454545454545453,0.45454545454545453,0.17145454545454544,0.1,0.02526069527805864,0.2727272727272727
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat09__Fold4,Repeat09,Fold4,11,0.5508325330233559,0.5508288700700613,0.6607142857142857,0.6607142857142857,0.6363636363636364,0.36363636363636365,0,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.09109090909090908,0.068,0.009546835091863482,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat09__Fold5,Repeat09,Fold5,10,0.48326202908274407,0.4884678473427469,0.75,0.75,1,0,0,0.4,0,0,0.011600000000000004,0,0.003090302286340596,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat10__Fold1,Repeat10,Fold1,12,0.5815708166347623,0.5836369440051566,0.5571428571428572,0.5571428571428572,0.5833333333333334,0.4166666666666667,0,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.11800000000000001,0.015000000000000013,0.009041777730410558,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat10__Fold2,Repeat10,Fold2,12,0.4747390682193697,0.4794829574730338,0.9285714285714286,0.9285714285714286,0.5833333333333334,0.4166666666666667,0,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.12683333333333335,0.031000000000000028,0.007413730870218091,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat10__Fold3,Repeat10,Fold3,11,0.4831537671520066,0.4884557659788194,0.875,0.875,0.9090909090909091,0.09090909090909091,0,0.6363636363636364,0.09090909090909091,0.09090909090909091,0.034,0.006000000000000005,0.00337066262766886,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat10__Fold4,Repeat10,Fold4,11,0.6799254908924068,0.6729194662043348,0.48214285714285715,0.48214285714285715,0.7272727272727273,0.2727272727272727,0,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.09127272727272728,0.02200000000000002,0.009601682543806484,0
r1_g_structured_paired_cnh,Rung 1 G: Structured paired C/N/H,primary_h_high_caution_tertiary_sensitivity,TRUE,repeated_stratified_cv,Repeat10__Fold5,Repeat10,Fold5,10,0.5200936016044423,0.5253496283483374,0.6666666666666667,0.6666666666666667,0.9,0.1,0,0.6,0.1,0.1,0.04219999999999999,0.008000000000000004,0.0071531187693862465,0
