"assay_row_id","source_branch","source_file","source_sheet","source_sheet_row","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","sampling_location_general","sampling_location_specific","sampling_site_label","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","measurement_id_normalised_d15n","measurement_id_normalised_d13c","measurement_id_normalised_d2h","raw_normalised_d15n","raw_normalised_d13c","raw_normalised_d2h","audit_normalised_d15n","audit_normalised_d13c","audit_normalised_d2h","adjudicated_normalised_d15n","adjudicated_normalised_d13c","adjudicated_normalised_d2h","strict_normalised_d15n","strict_normalised_d13c","strict_normalised_d2h","sensitivity_normalised_d15n","sensitivity_normalised_d13c","sensitivity_normalised_d2h","included_in_canonical_normalised_d15n","included_in_canonical_normalised_d13c","included_in_canonical_normalised_d2h","included_in_strict_normalised_d15n","included_in_strict_normalised_d13c","included_in_strict_normalised_d2h","included_in_sensitivity_normalised_d15n","included_in_sensitivity_normalised_d13c","included_in_sensitivity_normalised_d2h","assay_qc_action_normalised_d15n","assay_qc_action_normalised_d13c","assay_qc_action_normalised_d2h","assay_qc_reason_normalised_d15n","assay_qc_reason_normalised_d13c","assay_qc_reason_normalised_d2h","assay_qc_evidence_source_normalised_d15n","assay_qc_evidence_source_normalised_d13c","assay_qc_evidence_source_normalised_d2h","assay_qc_decision_id_normalised_d15n","assay_qc_decision_id_normalised_d13c","assay_qc_decision_id_normalised_d2h","assay_qc_explicit_normalised_d15n","assay_qc_explicit_normalised_d13c","assay_qc_explicit_normalised_d2h","assay_qc_value_changed_normalised_d15n","assay_qc_value_changed_normalised_d13c","assay_qc_value_changed_normalised_d2h","assay_qc_value_excluded_normalised_d15n","assay_qc_value_excluded_normalised_d13c","assay_qc_value_excluded_normalised_d2h","assay_qc_repeat_pair_detected_normalised_d15n","assay_qc_repeat_pair_detected_normalised_d13c","assay_qc_repeat_pair_detected_normalised_d2h","assay_qc_repeat_detection_sources_normalised_d15n","assay_qc_repeat_detection_sources_normalised_d13c","assay_qc_repeat_detection_sources_normalised_d2h","assay_qc_repeat_detection_pattern_normalised_d15n","assay_qc_repeat_detection_pattern_normalised_d13c","assay_qc_repeat_detection_pattern_normalised_d2h","assay_qc_repeat_resolution_status_normalised_d15n","assay_qc_repeat_resolution_status_normalised_d13c","assay_qc_repeat_resolution_status_normalised_d2h","assay_qc_audit_retained_normalised_d15n","assay_qc_audit_retained_normalised_d13c","assay_qc_audit_retained_normalised_d2h","assay_qc_excluded_by_lab_instruction_normalised_d15n","assay_qc_excluded_by_lab_instruction_normalised_d13c","assay_qc_excluded_by_lab_instruction_normalised_d2h","assay_qc_contributes_to_model_value_normalised_d15n","assay_qc_contributes_to_model_value_normalised_d13c","assay_qc_contributes_to_model_value_normalised_d2h","assay_qc_model_value_method_normalised_d15n","assay_qc_model_value_method_normalised_d13c","assay_qc_model_value_method_normalised_d2h","assay_qc_model_source_rows_normalised_d15n","assay_qc_model_source_rows_normalised_d13c","assay_qc_model_source_rows_normalised_d2h","assay_qc_strict_row_action_normalised_d15n","assay_qc_strict_row_action_normalised_d13c","assay_qc_strict_row_action_normalised_d2h","assay_qc_sensitivity_row_action_normalised_d15n","assay_qc_sensitivity_row_action_normalised_d13c","assay_qc_sensitivity_row_action_normalised_d2h","assay_qc_sensitivity_selected_source_row_normalised_d15n","assay_qc_sensitivity_selected_source_row_normalised_d13c","assay_qc_sensitivity_selected_source_row_normalised_d2h","assay_qc_sensitivity_selected_value_normalised_d15n","assay_qc_sensitivity_selected_value_normalised_d13c","assay_qc_sensitivity_selected_value_normalised_d2h","assay_qc_manual_review_pending_normalised_d15n","assay_qc_manual_review_pending_normalised_d13c","assay_qc_manual_review_pending_normalised_d2h","assay_qc_manual_review_reason_normalised_d15n","assay_qc_manual_review_reason_normalised_d13c","assay_qc_manual_review_reason_normalised_d2h","assay_qc_manual_review_notes_normalised_d15n","assay_qc_manual_review_notes_normalised_d13c","assay_qc_manual_review_notes_normalised_d2h"
"live_h_assay_0087","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",97,"CP17011_2024-10-16_breast","CP17011_2024-10-16_breast","CP17011","breast","Breast",FALSE,0.184,,"F","266413","266413","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",168.425144,-46.604315,TRUE,"live_pheno_053|live_pheno_063",2,"CP17011_2024-10-16",,,"live_measurement_0403",,,-13.8562071586242,,,-13.8562071586242,,,-13.8562071586242,,,-13.8562071586242,,,-13.8562071586242,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"97",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0088","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",98,"CP17011_2024-10-16_primary","CP17011_2024-10-16_primary","CP17011","primary","Primary",FALSE,0.169,,"F","266413","266413","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",168.425144,-46.604315,TRUE,"live_pheno_053|live_pheno_063",2,"CP17011_2024-10-16",,,"live_measurement_0404",,,-25.8318358866134,,,-25.8318358866134,,,-25.8318358866134,,,-25.8318358866134,,,-25.8318358866134,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"98",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0089","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",99,"CP19307_2024-10-12_breast","CP19307_2024-10-12_breast","CP19307","breast","Breast",FALSE,0.207,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_122|live_pheno_140",2,"CP19307_2024-10-12",,,"live_measurement_0405",,,-1.28331082248131,,,-1.28331082248131,,,-1.28331082248131,,,-1.28331082248131,,,-1.28331082248131,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"99",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0090","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",100,"CP19307_2024-10-12_primary","CP19307_2024-10-12_primary","CP19307","primary","Primary",FALSE,0.195,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_122|live_pheno_140",2,"CP19307_2024-10-12",,,"live_measurement_0406",,,-21.2580920061684,,,-21.2580920061684,,,-21.2580920061684,,,-21.2580920061684,,,-21.2580920061684,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"100",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0091","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",101,"CP19308_2024-10-12_breast","CP19308_2024-10-12_breast","CP19308","breast","Breast",FALSE,0.199,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_123|live_pheno_141",2,"CP19308_2024-10-12",,,"live_measurement_0407",,,-15.8191556576536,,,-15.8191556576536,,,-15.8191556576536,,,-15.8191556576536,,,-15.8191556576536,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"101",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0092","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",102,"CP19308_2024-10-12_primary","CP19308_2024-10-12_primary","CP19308","primary","Primary",FALSE,0.246,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_123|live_pheno_141",2,"CP19308_2024-10-12",,,"live_measurement_0408",,,-55.1984919659272,,,-55.1984919659272,,,-55.1984919659272,,,-55.1984919659272,,,-55.1984919659272,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"102",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0093","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",103,"CP19311_2024-10-11_breast","CP19311_2024-10-11_breast","CP19311","breast","Breast",FALSE,0.243,,"M","266375","266375","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",170.146284,-43.725414,TRUE,"live_pheno_054|live_pheno_064",2,"CP19311_2024-10-11",,,"live_measurement_0409",,,-67.5925063450784,,,-67.5925063450784,,,-67.5925063450784,,,-67.5925063450784,,,-67.5925063450784,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"103",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0094","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",104,"CP19311_2024-10-11_primary","CP19311_2024-10-11_primary","CP19311","primary","Primary",FALSE,0.18,,"M","266375","266375","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",170.146284,-43.725414,TRUE,"live_pheno_054|live_pheno_064",2,"CP19311_2024-10-11",,,"live_measurement_0410",,,-30.7820163099934,,,-30.7820163099934,,,-30.7820163099934,,,-30.7820163099934,,,-30.7820163099934,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"104",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0095","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",105,"CP19312_2024-10-11_breast","CP19312_2024-10-11_breast","CP19312","breast","Breast",FALSE,0.154,,"F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11",,,"live_measurement_0411",,,-5.76406501795435,,,-5.76406501795435,,,-5.76406501795435,,,-5.76406501795435,,,-5.76406501795435,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"105",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0096","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",106,"CP19312_2024-10-11_primary","CP19312_2024-10-11_primary","CP19312","primary","Primary",FALSE,0.168,,"F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11",,,"live_measurement_0412",,,-6.65958180830863,,,-6.65958180830863,,,-6.65958180830863,,,-6.65958180830863,,,-6.65958180830863,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"106",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0097","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",107,"CP19314_2024-10-10_breast","CP19314_2024-10-10_breast","CP19314","breast","Breast",FALSE,0.172,,"M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10",,,"live_measurement_0413",,,-4.50714443967175,,,-4.50714443967175,,,-4.50714443967175,,,-4.50714443967175,,,-4.50714443967175,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"107",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0098","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",108,"CP19314_2024-10-10_primary","CP19314_2024-10-10_primary","CP19314","primary","Primary",FALSE,0.202,,"M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10",,,"live_measurement_0414",,,-21.4992239248411,,,-21.4992239248411,,,-21.4992239248411,,,-21.4992239248411,,,-21.4992239248411,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"108",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0099","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",109,"CP19327_2024-10-04_breast","CP19327_2024-10-04_breast","CP19327","breast","Breast",FALSE,0.242,,"M","266421","266421","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04",,,"live_measurement_0415",,,-10.4885647577129,,,-10.4885647577129,,,-10.4885647577129,,,-10.4885647577129,,,-10.4885647577129,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"109",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0100","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",110,"CP19327_2024-10-04_primary","CP19327_2024-10-04_primary","CP19327","primary","Primary",FALSE,0.232,,"M","266421","266421","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04",,,"live_measurement_0416",,,-23.2736295650277,,,-23.2736295650277,,,-23.2736295650277,,,-23.2736295650277,,,-23.2736295650277,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"110",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0101","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",111,"CP19340_2024-10-10_breast","CP19340_2024-10-10_breast","CP19340","breast","Breast",FALSE,0.117,,"M","266393","266393","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE,"live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10",,,"live_measurement_0417",,,3.25806710111963,,,3.25806710111963,,,3.25806710111963,,,3.25806710111963,,,3.25806710111963,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"111",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0102","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",112,"CP19340_2024-10-10_primary","CP19340_2024-10-10_primary","CP19340","primary","Primary",FALSE,0.233,,"M","266393","266393","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE,"live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10",,,"live_measurement_0418",,,-26.5785510156445,,,-26.5785510156445,,,-26.5785510156445,,,-26.5785510156445,,,-26.5785510156445,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"112",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0103","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",113,"CP19346_2024-10-02_breast","CP19346_2024-10-02_breast","CP19346","breast","Breast",FALSE,0.176,,"M","266459","266459","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02",,,"live_measurement_0419",,,-11.4546469831619,,,-11.4546469831619,,,-11.4546469831619,,,-11.4546469831619,,,-11.4546469831619,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"113",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0104","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",114,"CP19346_2024-10-02_primary","CP19346_2024-10-02_primary","CP19346","primary","Primary",FALSE,0.154,,"M","266459","266459","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02",,,"live_measurement_0420",,,-10.5715366479889,,,-10.5715366479889,,,-10.5715366479889,,,-10.5715366479889,,,-10.5715366479889,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"114",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0105","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",115,"CP19350_2024-09-30_breast","CP19350_2024-09-30_breast","CP19350","breast","Breast",FALSE,0.208,,"F","266387","266387","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE,"live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30",,,"live_measurement_0421",,,-14.5679577035717,,,-14.5679577035717,,,-14.5679577035717,,,-14.5679577035717,,,-14.5679577035717,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"115",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0106","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",116,"CP19350_2024-09-30_primary","CP19350_2024-09-30_primary","CP19350","primary","Primary",FALSE,0.204,,"F","266387","266387","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE,"live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30",,,"live_measurement_0422",,,-4.90486384322455,,,-4.90486384322455,,,-4.90486384322455,,,-4.90486384322455,,,-4.90486384322455,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"116",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0107","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",117,"CP19360_2024-10-04_breast","CP19360_2024-10-04_breast","CP19360","breast","Breast",FALSE,0.17,,"F","266403","266403","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",173.030661,-41.11765,TRUE,"live_pheno_057|live_pheno_067",2,"CP19360_2024-10-04",,,"live_measurement_0423",,,-27.747857656815,,,-27.747857656815,,,-27.747857656815,,,-27.747857656815,,,-27.747857656815,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"117",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0108","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",118,"CP19360_2024-10-04_primary","CP19360_2024-10-04_primary","CP19360","primary","Primary",FALSE,0.27,,"F","266403","266403","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",173.030661,-41.11765,TRUE,"live_pheno_057|live_pheno_067",2,"CP19360_2024-10-04",,,"live_measurement_0424",,,-26.0340508030579,,,-26.0340508030579,,,-26.0340508030579,,,-26.0340508030579,,,-26.0340508030579,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"118",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0109","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",119,"CP19361_2024-10-04_breast","CP19361_2024-10-04_breast","CP19361","breast","Breast",FALSE,0.165,,"M","266469","266469","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.033468,-41.123473,TRUE,"live_pheno_082|live_pheno_104",2,"CP19361_2024-10-04",,,"live_measurement_0425",,,-21.3772879516674,,,-21.3772879516674,,,-21.3772879516674,,,-21.3772879516674,,,-21.3772879516674,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"119",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0110","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",120,"CP19361_2024-10-04_primary","CP19361_2024-10-04_primary","CP19361","primary","Primary",FALSE,0.205,,"M","266469","266469","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.033468,-41.123473,TRUE,"live_pheno_082|live_pheno_104",2,"CP19361_2024-10-04",,,"live_measurement_0426",,,-3.64141395177048,,,-3.64141395177048,,,-3.64141395177048,,,-3.64141395177048,,,-3.64141395177048,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"120",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
"live_h_assay_0111","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H",121,"CP19365_breast","CP19365_breast","CP19365","breast","Breast",FALSE,0.128,,"F","266434","266434","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",170.143352,-43.73679,TRUE,"live_pheno_015|live_pheno_032",2,"CP19365_2024-10-10",,,"live_measurement_0427",,,15.6787653351278,,,15.6787653351278,,,15.6787653351278,,,15.6787653351278,,,15.6787653351278,,,TRUE,,,TRUE,,,TRUE,,,"keep",,,,,,,,,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,,,,,,,,,,TRUE,,,FALSE,,,TRUE,,,"single_raw",,,"121",,,"include",,,"include",,,,,,,,,FALSE,,,,,,
