"ring","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","sex","tag_id_adjusted","tag_id_raw_examples","sampling_location_general","sampling_location_specific","sampling_site_label","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known"
"CP19398","live_pheno_380|live_pheno_536",2,"CP19398_2024-10-23","F",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.601829,-43.822504,FALSE
"CP19399","live_pheno_381|live_pheno_537",2,"CP19399_2024-10-24","M",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.595649,-43.832408,FALSE
"CP19901","live_pheno_382|live_pheno_538",2,"CP19901_2024-10-11","F",,,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","unknown","unknown",,170.146122,-43.727942,FALSE
"CP19902","live_pheno_124|live_pheno_142",2,"CP19902_2024-10-12","F",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.478219,-43.873307,FALSE
"CP19903","live_pheno_125|live_pheno_143",2,"CP19903_2024-10-12","M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.478219,-43.873307,FALSE
"CP19904","live_pheno_383|live_pheno_539",2,"CP19904_2024-10-12","F",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.480941,-43.872742,FALSE
"CP19905","live_pheno_384|live_pheno_540",2,"CP19905_2024-10-12","M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.480941,-43.872742,FALSE
"CP19907","live_pheno_084|live_pheno_106",2,"CP19907_2024-10-14","F",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","resident","resident","Resighting at Upukeroa River on Feb 18 (potential resident)",167.746751,-45.414278,TRUE
"CP19908","live_pheno_085|live_pheno_107",2,"CP19908_2024-10-14","F",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","resident","resident","Resighting at Upukeroa River on Jul 25 (potential resident)",167.745905,-45.414044,TRUE
"CP19912","live_pheno_187|live_pheno_234",2,"CP19912_2024-10-16","M","266462","266462","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.425144,-46.604315,TRUE
"CP19914","live_pheno_188|live_pheno_235",2,"CP19914_2024-10-16","M","266450","266450","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.430146,-46.605879,TRUE
"CP19915","live_pheno_058|live_pheno_068",2,"CP19915_2024-10-16","M","266406","266406","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tiwai Point but went to a from Ruapuke Island off shore for much of the winter",168.430146,-46.605879,TRUE
"CP19916","live_pheno_189|live_pheno_236",2,"CP19916_2024-10-16","M","266422","266422","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Waituna Lagoon / Tiwai Point the full year",168.430146,-46.605879,TRUE
"CP19917","live_pheno_190|live_pheno_237",2,"CP19917_2024-10-16","F","266395","266395","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.430146,-46.605879,TRUE
"CP19918","live_pheno_191|live_pheno_238",2,"CP19918_2024-10-16","M","266446","266446","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.430895,-46.605718,TRUE
"CP19919","live_pheno_192|live_pheno_239",2,"CP19919_2024-10-16","M","266377","266377","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.431121,-46.605474,TRUE
"CP19920","live_pheno_193|live_pheno_240",2,"CP19920_2024-10-16","F","266408","266408","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.431121,-46.605474,TRUE
"CP19921","live_pheno_086|live_pheno_108",2,"CP19921_2024-10-16","F","266449","266449","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.431945,-46.606263,TRUE
"CP19922","live_pheno_087|live_pheno_109",2,"CP19922_2024-10-17","M","266453","266453","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.431945,-46.606263,TRUE
"CP19923","live_pheno_088|live_pheno_110",2,"CP19923_2024-10-17","M","266417","266417","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.433515,-46.606197,TRUE
"CP19924","live_pheno_194|live_pheno_241",2,"CP19924_2024-10-17","F","266399","266399","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.434149,-46.606048,TRUE
"CP19925","live_pheno_385|live_pheno_541",2,"CP19925_2024-10-21","M","0AB3","0AB3","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.397839,-43.852224,FALSE
"CP19926","live_pheno_386|live_pheno_542",2,"CP19926_2024-10-21","F","0AB6","0AB6","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.397974,-43.852069,FALSE
"CP19927","live_pheno_387|live_pheno_543",2,"CP19927_2024-10-22","F","0AA7","0AA7","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.433641,-43.846432,FALSE
"CP19928","live_pheno_388|live_pheno_544",2,"CP19928_2024-10-22","M",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.438655,-43.846959,FALSE
"CP19929","live_pheno_389|live_pheno_545",2,"CP19929_2024-12-05","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.91931899637,-39.5063010044396,FALSE
"CP19930","live_pheno_390|live_pheno_546",2,"CP19930_2024-12-05","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.91931899637,-39.5063010044396,FALSE
"CP19931","live_pheno_041|live_pheno_048",2,"CP19931_2024-12-05","M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Manukapua Island, North Island on March 29",176.919071981683,-39.5101300254464,TRUE
"CP19932","live_pheno_391|live_pheno_547",2,"CP19932_2024-12-05","F",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","unknown","unknown",,176.919071981683,-39.5101300254464,FALSE
"CP19936","live_pheno_392|live_pheno_548",2,"CP19936_2025-01-09","M",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.189357990399,-44.8731799609959,FALSE
"CP19938","live_pheno_126|live_pheno_144",2,"CP19938_2025-01-09","M",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.187014997005,-44.8751709982753,FALSE
"CP19939","live_pheno_127|live_pheno_145",2,"CP19939_2025-01-09","F",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.187014997005,-44.8751709982753,FALSE
"CP19940","live_pheno_128|live_pheno_146",2,"CP19940_2025-01-09","F",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.180542994291,-44.8818409815431,FALSE
"CP19941","live_pheno_129|live_pheno_147",2,"CP19941_2025-01-09","M",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.180542994291,-44.8818409815431,FALSE
"CP19943","live_pheno_393|live_pheno_549",2,"CP19943_2025-01-10","F",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.159396961331,-44.8665799666196,FALSE
"CP19983","live_pheno_089|live_pheno_111",2,"CP19983_2024-10-14","F",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","resident","resident","Resighting at Upukeroa River on Feb 26 (potential resident)",167.744617,-45.414383,TRUE
"CP19984","live_pheno_130|live_pheno_148",2,"CP19984_2024-10-14","M",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","unknown","unknown",,167.745905,-45.414044,FALSE
"CP19985","live_pheno_394|live_pheno_550",2,"CP19985_2024-10-14","M",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","unknown","unknown",,167.745905,-45.414044,FALSE
"CP19986","live_pheno_395|live_pheno_551",2,"CP19986_2024-10-14","M",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","unknown","unknown",,167.746751,-45.414278,FALSE
"CP19987","live_pheno_195|live_pheno_242",2,"CP19987_2024-10-16","F","266438","266438","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.42172,-46.60313,TRUE
"CP19989","live_pheno_396|live_pheno_552",2,"CP19989_2024-10-22","F",,,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","unknown","unknown",,172.438655,-43.846959,FALSE
"CP9059","live_pheno_090|live_pheno_112",2,"CP9059_2024-10-08","M",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation April 26",173.662786,-42.413422,TRUE
"CP9075","live_pheno_397|live_pheno_553",2,"CP9075_2024-10-07","F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","unknown","unknown",,173.680309,-42.419643,FALSE
"CP9088","live_pheno_398|live_pheno_554",2,"CP9088_2024-10-08","F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","unknown","unknown",,173.662786,-42.413422,FALSE
