"ring","feather_type","sex","status","status_bin","status_known","sampling_location_general","sampling_location_specific","sampling_site_label","longitude_capture","latitude_capture","tag_id_adjusted","migratory_status_comment","n_assays","n_unique_samples","n_retained_assay_rows","n_model_contributing_rows","sample_ids_raw","sample_ids_base","normalised_d13c","normalised_d15n","normalised_d2h","cn_mass_ratio","amount_mg_mean","amount_mg_sd","source_measurement_ids","source_measurement_ids_model","source_phenotype_row_ids","adjudication_methods","has_pending_manual_qc","pending_manual_qc_reasons"
"CP16961","Primary","M","unknown","unknown",FALSE,"South Island, New Zealand","Napier, Hawkes Bay","Napier",176.893405001611,-39.485479015857,,,2,2,2,2,"CP16961_2024-12-04_primary|CP16961_2024-12-04_primary feather","CP16961_2024-12-04_primary|CP16961_2024-12-04_primary feather",-19.2336335885078,8.96356343453263,-8.28306453294192,3.50286945887626,0.224,0.00424264068711929,"live_measurement_0169|live_measurement_0170|live_measurement_0396","live_measurement_0169|live_measurement_0170|live_measurement_0396","live_pheno_120|live_pheno_138","single_raw",FALSE,
"CP16962","Breast","F","unknown","unknown",FALSE,"South Island, New Zealand","Napier, Hawkes Bay","Napier",176.893405001611,-39.485479015857,,,2,2,3,2,"CP16962_2024-12-04_breast|CP16962_2024-12-04_breast feather|CP16962_2024-12-04_breast feather_rpt","CP16962_2024-12-04_breast|CP16962_2024-12-04_breast feather",-16.5685893657156,11.1111624332632,-8.81429440605852,3.39138143089539,0.24775,0.011667261889578,"live_measurement_0171|live_measurement_0173|live_measurement_0172|live_measurement_0174|live_measurement_0397","live_measurement_0173|live_measurement_0174|live_measurement_0397","live_pheno_121|live_pheno_139","explicit_use_selected_row|single_raw",FALSE,
"CP16962","Primary","F","unknown","unknown",FALSE,"South Island, New Zealand","Napier, Hawkes Bay","Napier",176.893405001611,-39.485479015857,,,2,2,2,2,"CP16962_2024-12-04_primary|CP16962_2024-12-04_primary feather","CP16962_2024-12-04_primary|CP16962_2024-12-04_primary feather",-23.072707896496,12.8030948316534,-11.9012511952649,3.41978730739081,0.219,0.0438406204335659,"live_measurement_0175|live_measurement_0176|live_measurement_0398","live_measurement_0175|live_measurement_0176|live_measurement_0398","live_pheno_121|live_pheno_139","single_raw",FALSE,
"CP16990","Breast","M","NI migrant","migrant",TRUE,"South Island, New Zealand","Napier, Hawkes Bay","Napier",176.930825,-39.575394,,"Resighting at Kaipara Harbour, North Island on Feb 24",2,2,2,2,"CP16990_2024-10-31_breast|CP16990_2024-10-31_breast feather","CP16990_2024-10-31_breast|CP16990_2024-10-31_breast feather",-12.5570174920222,13.8936712460448,-3.16996835110101,3.47063194603221,0.198,0.0537401153701776,"live_measurement_0177|live_measurement_0178|live_measurement_0399","live_measurement_0177|live_measurement_0178|live_measurement_0399","live_pheno_040|live_pheno_047","single_raw",FALSE,
"CP16990","Primary","M","NI migrant","migrant",TRUE,"South Island, New Zealand","Napier, Hawkes Bay","Napier",176.930825,-39.575394,,"Resighting at Kaipara Harbour, North Island on Feb 24",2,2,2,2,"CP16990_2024-10-31_primary|CP16990_2024-10-31_primary feather","CP16990_2024-10-31_primary|CP16990_2024-10-31_primary feather",-21.3171321356814,11.1108014579245,-11.1621856176019,3.33290016986395,0.202,0.0692964645562817,"live_measurement_0179|live_measurement_0180|live_measurement_0400","live_measurement_0179|live_measurement_0180|live_measurement_0400","live_pheno_040|live_pheno_047","single_raw",FALSE,
"CP17010","Breast","M","resident","resident",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.425144,-46.604315,"266397","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",2,2,2,2,"CP17010_2024-10-16_breast|CP17010_2024-10-16_breast feather","CP17010_2024-10-16_breast|CP17010_2024-10-16_breast feather",-20.7990391206713,8.32593463371651,-10.8621226749196,3.41907042465633,0.2775,0.11667261889578,"live_measurement_0181|live_measurement_0182|live_measurement_0401","live_measurement_0181|live_measurement_0182|live_measurement_0401","live_pheno_080|live_pheno_102","single_raw",FALSE,
"CP17010","Primary","M","resident","resident",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.425144,-46.604315,"266397","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",2,2,3,2,"CP17010_2024-10-16_primary|CP17010_2024-10-16_primary feather|CP17010_2024-10-16_primary feather_rpt","CP17010_2024-10-16_primary|CP17010_2024-10-16_primary feather",-23.6830423249234,6.26209391684193,-12.0894925276413,3.3266523913021,0.2605,0.0275771644662754,"live_measurement_0183|live_measurement_0185|live_measurement_0184|live_measurement_0186|live_measurement_0402","live_measurement_0185|live_measurement_0186|live_measurement_0402","live_pheno_080|live_pheno_102","explicit_use_selected_row|single_raw",FALSE,
"CP17011","Breast","F","SI migrant","migrant",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.425144,-46.604315,"266413","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",2,2,2,2,"CP17011_2024-10-16_breast|CP17011_2024-10-16_breast feather","CP17011_2024-10-16_breast|CP17011_2024-10-16_breast feather",-16.8007345467439,13.2755885769215,-13.8562071586242,3.30938878617553,0.2395,0.0784888527117068,"live_measurement_0187|live_measurement_0188|live_measurement_0403","live_measurement_0187|live_measurement_0188|live_measurement_0403","live_pheno_053|live_pheno_063","single_raw",FALSE,
"CP17011","Primary","F","SI migrant","migrant",TRUE,"South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point",168.425144,-46.604315,"266413","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",2,2,2,2,"CP17011_2024-10-16_primary|CP17011_2024-10-16_primary feather","CP17011_2024-10-16_primary|CP17011_2024-10-16_primary feather",-22.5847413462965,7.86987873353459,-25.8318358866134,3.37099817139148,0.2055,0.051618795026618,"live_measurement_0189|live_measurement_0190|live_measurement_0404","live_measurement_0189|live_measurement_0190|live_measurement_0404","live_pheno_053|live_pheno_063","single_raw",FALSE,
"CP19307","Breast","M","unknown","unknown",FALSE,"South Island, New Zealand","Cass River, Canterbury","Cass River",170.477445,-43.873901,,,2,2,2,2,"CP19307_2024-10-12_breast|CP19307_2024-10-12_breast feather","CP19307_2024-10-12_breast|CP19307_2024-10-12_breast feather",-22.2159881561871,11.2409771828643,-1.28331082248131,3.35267417337102,0.2195,0.0176776695296637,"live_measurement_0191|live_measurement_0192|live_measurement_0405","live_measurement_0191|live_measurement_0192|live_measurement_0405","live_pheno_122|live_pheno_140","single_raw",FALSE,
"CP19307","Primary","M","unknown","unknown",FALSE,"South Island, New Zealand","Cass River, Canterbury","Cass River",170.477445,-43.873901,,,2,2,2,2,"CP19307_2024-10-12_primary|CP19307_2024-10-12_primary feather","CP19307_2024-10-12_primary|CP19307_2024-10-12_primary feather",-23.1747464504715,8.00646285438079,-21.2580920061684,3.43264830159768,0.223,0.0395979797464467,"live_measurement_0193|live_measurement_0194|live_measurement_0406","live_measurement_0193|live_measurement_0194|live_measurement_0406","live_pheno_122|live_pheno_140","single_raw",FALSE,
"CP19308","Breast","M","unknown","unknown",FALSE,"South Island, New Zealand","Cass River, Canterbury","Cass River",170.477445,-43.873901,,,2,2,2,2,"CP19308_2024-10-12_breast|CP19308_2024-10-12_breast feather","CP19308_2024-10-12_breast|CP19308_2024-10-12_breast feather",-12.0586057634204,12.8830218357041,-15.8191556576536,3.27779555686636,0.2355,0.051618795026618,"live_measurement_0195|live_measurement_0196|live_measurement_0407","live_measurement_0195|live_measurement_0196|live_measurement_0407","live_pheno_123|live_pheno_141","single_raw",FALSE,
"CP19308","Primary","M","unknown","unknown",FALSE,"South Island, New Zealand","Cass River, Canterbury","Cass River",170.477445,-43.873901,,,2,2,2,2,"CP19308_2024-10-12_primary|CP19308_2024-10-12_primary feather","CP19308_2024-10-12_primary|CP19308_2024-10-12_primary feather",-23.8789135011736,9.19525057285691,-55.1984919659272,3.38907864441033,0.237,0.0127279220613578,"live_measurement_0197|live_measurement_0198|live_measurement_0408","live_measurement_0197|live_measurement_0198|live_measurement_0408","live_pheno_123|live_pheno_141","single_raw",FALSE,
"CP19311","Breast","M","SI migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.146284,-43.725414,"266375","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",2,2,2,2,"CP19311_2024-10-11_breast|CP19311_2024-10-11_breast feather","CP19311_2024-10-11_breast|CP19311_2024-10-11_breast feather",-22.5401886120996,8.16879707947654,-67.5925063450784,3.30554836394745,0.243,0,"live_measurement_0199|live_measurement_0200|live_measurement_0409","live_measurement_0199|live_measurement_0200|live_measurement_0409","live_pheno_054|live_pheno_064","single_raw",FALSE,
"CP19311","Primary","M","SI migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.146284,-43.725414,"266375","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",2,2,3,3,"CP19311_2024-10-11_primary|CP19311_2024-10-11_primary feather|CP19311_2024-10-11_primary feather_rpt","CP19311_2024-10-11_primary|CP19311_2024-10-11_primary feather",-23.2344802623803,5.47167080546321,-30.7820163099934,3.41718181661793,0.22,0.0565685424949238,"live_measurement_0201|live_measurement_0203|live_measurement_0202|live_measurement_0204|live_measurement_0410","live_measurement_0201|live_measurement_0203|live_measurement_0202|live_measurement_0204|live_measurement_0410","live_pheno_054|live_pheno_064","mean_of_valid_repeats|single_raw",FALSE,
"CP19312","Breast","F","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.145122,-43.729755,"266441","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",2,2,2,2,"CP19312_2024-10-11_breast|CP19312_2024-10-11_breast feather","CP19312_2024-10-11_breast|CP19312_2024-10-11_breast feather",-20.1365264153173,15.7489177714583,-5.76406501795435,3.33430696906379,0.2055,0.0728319984622144,"live_measurement_0205|live_measurement_0206|live_measurement_0411","live_measurement_0205|live_measurement_0206|live_measurement_0411","live_pheno_012|live_pheno_029","single_raw",FALSE,
"CP19312","Primary","F","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.145122,-43.729755,"266441","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",2,2,2,2,"CP19312_2024-10-11_primary|CP19312_2024-10-11_primary feather","CP19312_2024-10-11_primary|CP19312_2024-10-11_primary feather",-22.7393146013286,7.50565441127808,-6.65958180830863,3.36410491481139,0.213,0.0636396103067893,"live_measurement_0207|live_measurement_0208|live_measurement_0412","live_measurement_0207|live_measurement_0208|live_measurement_0412","live_pheno_012|live_pheno_029","single_raw",FALSE,
"CP19314","Breast","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.144119,-43.736765,"266442","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",2,2,2,2,"CP19314_2024-10-10_breast|CP19314_2024-10-10_breast feather","CP19314_2024-10-10_breast|CP19314_2024-10-10_breast feather",-20.9353793877792,9.11276685224496,-4.50714443967175,3.48108523354187,0.182,0.014142135623731,"live_measurement_0209|live_measurement_0210|live_measurement_0413","live_measurement_0209|live_measurement_0210|live_measurement_0413","live_pheno_013|live_pheno_030","single_raw",FALSE,
"CP19314","Primary","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.144119,-43.736765,"266442","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",2,2,2,2,"CP19314_2024-10-10_primary|CP19314_2024-10-10_primary feather","CP19314_2024-10-10_primary|CP19314_2024-10-10_primary feather",-22.7451701926486,3.88852044699003,-21.4992239248411,3.48440487722421,0.201,0.0014142135623731,"live_measurement_0211|live_measurement_0212|live_measurement_0414","live_measurement_0211|live_measurement_0212|live_measurement_0414","live_pheno_013|live_pheno_030","single_raw",FALSE,
"CP19327","Breast","M","SI migrant","migrant",TRUE,"South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach",173.011575,-40.993306,"266421","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",2,2,2,2,"CP19327_2024-10-04_breast|CP19327_2024-10-04_breast feather","CP19327_2024-10-04_breast|CP19327_2024-10-04_breast feather",-14.7462971530249,14.2859172518353,-10.4885647577129,3.38331996529757,0.2485,0.00919238815542513,"live_measurement_0213|live_measurement_0214|live_measurement_0415","live_measurement_0213|live_measurement_0214|live_measurement_0415","live_pheno_055|live_pheno_065","single_raw",FALSE,
"CP19327","Primary","M","SI migrant","migrant",TRUE,"South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach",173.011575,-40.993306,"266421","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",2,2,2,2,"CP19327_2024-10-04_primary|CP19327_2024-10-04_primary feather","CP19327_2024-10-04_primary|CP19327_2024-10-04_primary feather",-14.4092252688807,10.132253774983,-23.2736295650277,3.31591810647378,0.288,0.0791959594928933,"live_measurement_0215|live_measurement_0216|live_measurement_0416","live_measurement_0215|live_measurement_0216|live_measurement_0416","live_pheno_055|live_pheno_065","single_raw",FALSE,
"CP19340","Breast","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.14463,-43.734073,"266393","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",2,2,2,2,"CP19340_2024-10-10_breast|CP19340_2024-10-10_breast feather","CP19340_2024-10-10_breast|CP19340_2024-10-10_breast feather",-23.1370222195958,12.2141638963432,3.25806710111963,3.39590848907457,0.1725,0.0784888527117068,"live_measurement_0217|live_measurement_0218|live_measurement_0417","live_measurement_0217|live_measurement_0218|live_measurement_0417","live_pheno_014|live_pheno_031","single_raw",FALSE,
"CP19340","Primary","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.14463,-43.734073,"266393","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",2,2,2,2,"CP19340_2024-10-10_primary|CP19340_2024-10-10_primary feather","CP19340_2024-10-10_primary|CP19340_2024-10-10_primary feather",-24.1378607729583,3.1426274682581,-26.5785510156445,3.5218612875793,0.24,0.00989949493661165,"live_measurement_0219|live_measurement_0220|live_measurement_0418","live_measurement_0219|live_measurement_0220|live_measurement_0418","live_pheno_014|live_pheno_031","single_raw",FALSE,
"CP19346","Breast","M","resident","resident",TRUE,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete",172.431853,-43.845691,"266459","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",2,2,2,2,"CP19346_2024-10-02_breast|CP19346_2024-10-02_breast feather","CP19346_2024-10-02_breast|CP19346_2024-10-02_breast feather",-23.6106784068077,11.4762590619618,-11.4546469831619,3.50032160664922,0.191,0.0212132034355964,"live_measurement_0221|live_measurement_0222|live_measurement_0419","live_measurement_0221|live_measurement_0222|live_measurement_0419","live_pheno_081|live_pheno_103","single_raw",FALSE,
"CP19346","Primary","M","resident","resident",TRUE,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete",172.431853,-43.845691,"266459","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",2,2,2,2,"CP19346_2024-10-02_primary|CP19346_2024-10-02_primary feather","CP19346_2024-10-02_primary|CP19346_2024-10-02_primary feather",-21.4089644128114,13.9745906479413,-10.5715366479889,3.43371488382347,0.183,0.0410121933088197,"live_measurement_0223|live_measurement_0224|live_measurement_0420","live_measurement_0223|live_measurement_0224|live_measurement_0420","live_pheno_081|live_pheno_103","single_raw",FALSE,
"CP19350","Breast","F","SI migrant","migrant",TRUE,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete",172.591216,-43.832075,"266387","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",2,2,2,2,"CP19350_2024-09-30_breast|CP19350_2024-09-30_breast feather","CP19350_2024-09-30_breast|CP19350_2024-09-30_breast feather",-22.9932864768683,10.2356874401532,-14.5679577035717,3.36637403590901,0.2255,0.0247487373415292,"live_measurement_0225|live_measurement_0226|live_measurement_0421","live_measurement_0225|live_measurement_0226|live_measurement_0421","live_pheno_056|live_pheno_066","single_raw",FALSE,
"CP19350","Primary","F","SI migrant","migrant",TRUE,"South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete",172.591216,-43.832075,"266387","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",2,2,3,3,"CP19350_2024-09-30_primary|CP19350_2024-09-30_primary feather|CP19350_2024-09-30_primary feather_rpt","CP19350_2024-09-30_primary|CP19350_2024-09-30_primary feather",-20.4117485454833,15.2903010272083,-4.90486384322455,3.36542626136903,0.2135,0.0134350288425444,"live_measurement_0227|live_measurement_0229|live_measurement_0228|live_measurement_0230|live_measurement_0422","live_measurement_0227|live_measurement_0229|live_measurement_0228|live_measurement_0230|live_measurement_0422","live_pheno_056|live_pheno_066","lab_green_average|single_raw",FALSE,
"CP19360","Breast","F","SI migrant","migrant",TRUE,"South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit",173.030661,-41.11765,"266403","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",2,2,2,2,"CP19360_2024-10-04_breast|CP19360_2024-10-04_breast feather","CP19360_2024-10-04_breast|CP19360_2024-10-04_breast feather",-15.6494167356104,9.64897104177514,-27.747857656815,3.4836008419276,0.202,0.045254833995939,"live_measurement_0231|live_measurement_0232|live_measurement_0423","live_measurement_0231|live_measurement_0232|live_measurement_0423","live_pheno_057|live_pheno_067","single_raw",FALSE,
"CP19360","Primary","F","SI migrant","migrant",TRUE,"South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit",173.030661,-41.11765,"266403","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",2,2,2,2,"CP19360_2024-10-04_primary|CP19360_2024-10-04_primary feather","CP19360_2024-10-04_primary|CP19360_2024-10-04_primary feather",-12.5071712878275,8.99088025870186,-26.0340508030579,3.39460799643214,0.2545,0.021920310216783,"live_measurement_0233|live_measurement_0234|live_measurement_0424","live_measurement_0233|live_measurement_0234|live_measurement_0424","live_pheno_057|live_pheno_067","single_raw",FALSE,
"CP19361","Breast","M","resident","resident",TRUE,"South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit",173.033468,-41.123473,"266469","PTT revealed that the bird remained at Motueka Spit the full year",2,2,2,2,"CP19361_2024-10-04_breast|CP19361_2024-10-04_breast feather","CP19361_2024-10-04_breast|CP19361_2024-10-04_breast feather",-13.9185362373694,13.103579897515,-21.3772879516674,3.54154995621103,0.1985,0.0473761543394987,"live_measurement_0235|live_measurement_0236|live_measurement_0425","live_measurement_0235|live_measurement_0236|live_measurement_0425","live_pheno_082|live_pheno_104","single_raw",FALSE,
"CP19361","Primary","M","resident","resident",TRUE,"South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit",173.033468,-41.123473,"266469","PTT revealed that the bird remained at Motueka Spit the full year",2,2,2,2,"CP19361_2024-10-04_primary|CP19361_2024-10-04_primary feather","CP19361_2024-10-04_primary|CP19361_2024-10-04_primary feather",-18.6217265975006,12.068069487138,-3.64141395177048,4.692646616758,0.2415,0.051618795026618,"live_measurement_0237|live_measurement_0238|live_measurement_0426","live_measurement_0237|live_measurement_0238|live_measurement_0426","live_pheno_082|live_pheno_104","single_raw",FALSE,
"CP19365","Breast","F","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.143352,-43.73679,"266434","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",2,2,2,2,"CP19365_2024-10-10_breast feather|CP19365_breast","CP19365_2024-10-10_breast feather|CP19365_breast",-23.3101243339637,11.322927655372,15.6787653351278,3.35339637335356,0.1835,0.0784888527117068,"live_measurement_0313|live_measurement_0314|live_measurement_0427","live_measurement_0313|live_measurement_0314|live_measurement_0427","live_pheno_015|live_pheno_032","single_raw",FALSE,
"CP19365","Primary","F","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.143352,-43.73679,"266434","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",2,2,2,2,"CP19365_2024-10-10_primary feather|CP19365_primary","CP19365_2024-10-10_primary feather|CP19365_primary",-22.7946566599693,3.98038410702127,-26.0724867731009,3.5212597998533,0.176,0.0212132034355964,"live_measurement_0315|live_measurement_0316|live_measurement_0428","live_measurement_0315|live_measurement_0316|live_measurement_0428","live_pheno_015|live_pheno_032","single_raw",FALSE,
"CP19366","Breast","F","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.144062,-43.736643,"266429","PTT revealed this bird leaving Tasman Valley to stage at the Waitaki River gorge (Central Otago) for several weeks in early March before migrating to the Aire River Mouth (Victoria) for a week then moving to the mud flats near Robbins Island (Tasmania) where it stayed from early April to early October",2,2,2,2,"CP19366_2024-10-10_breast|CP19366_2024-10-10_breast feather","CP19366_2024-10-10_breast|CP19366_2024-10-10_breast feather",-13.6699580427845,10.7163868306164,-3.06216382712083,3.46833144840813,0.203,0.110308657865101,"live_measurement_0239|live_measurement_0240|live_measurement_0429","live_measurement_0239|live_measurement_0240|live_measurement_0429","live_pheno_016|live_pheno_033","single_raw",FALSE,
"CP19366","Primary","F","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",170.144062,-43.736643,"266429","PTT revealed this bird leaving Tasman Valley to stage at the Waitaki River gorge (Central Otago) for several weeks in early March before migrating to the Aire River Mouth (Victoria) for a week then moving to the mud flats near Robbins Island (Tasmania) where it stayed from early April to early October",2,2,2,2,"CP19366_2024-10-10_primary|CP19366_2024-10-10_primary feather","CP19366_2024-10-10_primary|CP19366_2024-10-10_primary feather",-24.0318183429855,2.68630472223335,-30.374107527047,3.52449688381776,0.196,0.0339411254969543,"live_measurement_0241|live_measurement_0242|live_measurement_0430","live_measurement_0241|live_measurement_0242|live_measurement_0430","live_pheno_016|live_pheno_033","single_raw",FALSE,
"CP19368","Breast","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",173.0307,-41.11812,"266379","PTT revealed this bird leaving Tasman Valley in mid-March, but bailing and returning to the South Island and staging at the intersection of the Maraura and Waikaia Rivers for 2 weeks. Then it tried again to migrate but bailed and returned to the same staging spot for 2 weeks. 3rd attempt succefully landed at the beaches near Piccaninny Creek Mouth (Tasmania)",2,2,2,2,"CP19368_2024-10-11_breast|CP19368_2024-10-11_breast feather","CP19368_2024-10-11_breast|CP19368_2024-10-11_breast feather",-23.9349596678529,11.5187906958187,2.60262477330125,3.40778470950065,0.222,0.0311126983722081,"live_measurement_0243|live_measurement_0244|live_measurement_0431","live_measurement_0243|live_measurement_0244|live_measurement_0431","live_pheno_017|live_pheno_034","single_raw",FALSE,
"CP19368","Primary","M","AU migrant","migrant",TRUE,"South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River",173.0307,-41.11812,"266379","PTT revealed this bird leaving Tasman Valley in mid-March, but bailing and returning to the South Island and staging at the intersection of the Maraura and Waikaia Rivers for 2 weeks. Then it tried again to migrate but bailed and returned to the same staging spot for 2 weeks. 3rd attempt succefully landed at the beaches near Piccaninny Creek Mouth (Tasmania)",2,2,2,2,"CP19368_2024-10-11_primary|CP19368_2024-10-11_primary feather","CP19368_2024-10-11_primary|CP19368_2024-10-11_primary feather",-23.7243402461414,3.42735373623361,-19.8818909409293,3.42519858227264,0.261,0.0707106781186548,"live_measurement_0245|live_measurement_0246|live_measurement_0432","live_measurement_0245|live_measurement_0246|live_measurement_0432","live_pheno_017|live_pheno_034","single_raw",FALSE,
"CP19371","Breast","F","resident","resident",TRUE,"South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit",173.031797,-41.120263,"266432","PTT revealed that the bird remained at Motueka Spit the full year",2,2,2,2,"CP19371_2024-10-05_breast|CP19371_2024-10-05_breast feather","CP19371_2024-10-05_breast|CP19371_2024-10-05_breast feather",-12.4035084505378,13.4932655104738,-22.0604717762451,3.45467873997142,0.207,0.0353553390593274,"live_measurement_0247|live_measurement_0248|live_measurement_0433","live_measurement_0247|live_measurement_0248|live_measurement_0433","live_pheno_083|live_pheno_105","single_raw",FALSE,
"CP19371","Primary","F","resident","resident",TRUE,"South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit",173.031797,-41.120263,"266432","PTT revealed that the bird remained at Motueka Spit the full year",2,2,2,2,"CP19371_2024-10-05_primary|CP19371_2024-10-05_primary feather","CP19371_2024-10-05_primary|CP19371_2024-10-05_primary feather",-18.2752292873183,11.6060664076581,-2.68696017250742,3.63917272270048,0.1755,0.0304055915910216,"live_measurement_0249|live_measurement_0250|live_measurement_0434","live_measurement_0249|live_measurement_0250|live_measurement_0434","live_pheno_083|live_pheno_105","single_raw",FALSE,
"CP19902","Breast","F","unknown","unknown",FALSE,"South Island, New Zealand","Cass River, Canterbury","Cass River",170.478219,-43.873307,,,2,2,2,2,"CP19902_2024-10-12_breast|CP19902_2024-10-12_breast feather","CP19902_2024-10-12_breast|CP19902_2024-10-12_breast feather",-23.4242862804907,11.0973109224187,-12.1212765401099,3.36875584279596,0.1795,0.0586898628384834,"live_measurement_0251|live_measurement_0252|live_measurement_0435","live_measurement_0251|live_measurement_0252|live_measurement_0435","live_pheno_124|live_pheno_142","single_raw",FALSE,
"CP19902","Primary","F","unknown","unknown",FALSE,"South Island, New Zealand","Cass River, Canterbury","Cass River",170.478219,-43.873307,,,2,2,2,2,"CP19902_2024-10-12_primary|CP19902_2024-10-12_primary feather","CP19902_2024-10-12_primary|CP19902_2024-10-12_primary feather",-23.4450502304692,8.5605863740137,-68.9890831838074,3.44686976394718,0.203,0.0325269119345812,"live_measurement_0253|live_measurement_0254|live_measurement_0436","live_measurement_0253|live_measurement_0254|live_measurement_0436","live_pheno_124|live_pheno_142","single_raw",FALSE,
