"adjudicated_sample_id","source_branch","source_file","source_sheet","source_sheet_rows","source_sheet_rows_model","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","sampling_location_general","sampling_location_specific","sampling_site_label","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","n_retained_assay_rows","n_model_contributing_rows","adjudication_method","assay_qc_variant_name","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes","raw_normalised_d13c","raw_normalised_d15n","raw_normalised_d2h","audit_normalised_d13c","audit_normalised_d15n","audit_normalised_d2h","adjudicated_normalised_d13c","adjudicated_normalised_d15n","adjudicated_normalised_d2h","source_measurement_ids_normalised_d13c","source_measurement_ids_normalised_d15n","source_measurement_ids_normalised_d2h","source_measurement_ids_model_normalised_d13c","source_measurement_ids_model_normalised_d15n","source_measurement_ids_model_normalised_d2h","assay_qc_variant_row_action_normalised_d13c","assay_qc_variant_row_action_normalised_d15n","assay_qc_variant_row_action_normalised_d2h","assay_qc_action_normalised_d13c","assay_qc_action_normalised_d15n","assay_qc_action_normalised_d2h","assay_qc_reason_normalised_d13c","assay_qc_reason_normalised_d15n","assay_qc_reason_normalised_d2h","assay_qc_evidence_source_normalised_d13c","assay_qc_evidence_source_normalised_d15n","assay_qc_evidence_source_normalised_d2h","assay_qc_decision_ids_normalised_d13c","assay_qc_decision_ids_normalised_d15n","assay_qc_decision_ids_normalised_d2h","assay_qc_repeat_pair_detected_normalised_d13c","assay_qc_repeat_pair_detected_normalised_d15n","assay_qc_repeat_pair_detected_normalised_d2h","assay_qc_repeat_detection_sources_normalised_d13c","assay_qc_repeat_detection_sources_normalised_d15n","assay_qc_repeat_detection_sources_normalised_d2h","assay_qc_repeat_detection_pattern_normalised_d13c","assay_qc_repeat_detection_pattern_normalised_d15n","assay_qc_repeat_detection_pattern_normalised_d2h","assay_qc_repeat_resolution_status_normalised_d13c","assay_qc_repeat_resolution_status_normalised_d15n","assay_qc_repeat_resolution_status_normalised_d2h","assay_qc_contributes_to_model_value_normalised_d13c","assay_qc_contributes_to_model_value_normalised_d15n","assay_qc_contributes_to_model_value_normalised_d2h","assay_qc_model_source_rows_normalised_d13c","assay_qc_model_source_rows_normalised_d15n","assay_qc_model_source_rows_normalised_d2h","source_measurement_ids","source_measurement_ids_model"
"live_model_CP19923_2024.10.17_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","152","152","CP19923_2024-10-17_primary feather","CP19923_2024-10-17_primary feather","CP19923","primary","Primary",FALSE,0.192,3.45122191232433,"M","266417","266417","South Island, New Zealand","Tiwai Point, Canterbury","Tiwai Point","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.433515,-46.606197,TRUE,"live_pheno_088|live_pheno_110",2,"CP19923_2024-10-17",1,1,"single_raw","inclusive",FALSE,,,-22.9138281527006,7.99842071534426,,-22.9138281527006,7.99842071534426,,-22.9138281527006,7.99842071534426,,"live_measurement_0282","live_measurement_0281",,"live_measurement_0282","live_measurement_0281",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"152","152",,"live_measurement_0281|live_measurement_0282","live_measurement_0281|live_measurement_0282"
"live_model_CP19931_2024.12.05_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","153","153","CP19931_2024-12-05_breast feather","CP19931_2024-12-05_breast feather","CP19931","breast","Breast",FALSE,0.205,3.43788412551935,"M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Manukapua Island, North Island on March 29",176.919071981683,-39.5101300254464,TRUE,"live_pheno_041|live_pheno_048",2,"CP19931_2024-12-05",1,1,"single_raw","inclusive",FALSE,,,-13.1476905276339,14.4329986737513,,-13.1476905276339,14.4329986737513,,-13.1476905276339,14.4329986737513,,"live_measurement_0284","live_measurement_0283",,"live_measurement_0284","live_measurement_0283",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"153","153",,"live_measurement_0283|live_measurement_0284","live_measurement_0283|live_measurement_0284"
"live_model_CP19931_2024.12.05_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","154","154","CP19931_2024-12-05_primary feather","CP19931_2024-12-05_primary feather","CP19931","primary","Primary",FALSE,0.232,3.47401006292833,"M",,,"South Island, New Zealand","Napier, Hawkes Bay","Napier","NI migrant","migrant","Resighting at Manukapua Island, North Island on March 29",176.919071981683,-39.5101300254464,TRUE,"live_pheno_041|live_pheno_048",2,"CP19931_2024-12-05",1,1,"single_raw","inclusive",FALSE,,,-22.6179192766812,10.077335282573,,-22.6179192766812,10.077335282573,,-22.6179192766812,10.077335282573,,"live_measurement_0286","live_measurement_0285",,"live_measurement_0286","live_measurement_0285",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"154","154",,"live_measurement_0285|live_measurement_0286","live_measurement_0285|live_measurement_0286"
"live_model_CP19938_2025.01.09_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","155","155","CP19938_2025-01-09_breast feather","CP19938_2025-01-09_breast feather","CP19938","breast","Breast",FALSE,0.271,3.35057107766402,"M",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.187014997005,-44.8751709982753,FALSE,"live_pheno_126|live_pheno_144",2,"CP19938_2025-01-09",1,1,"single_raw","inclusive",FALSE,,,-16.0873451957295,10.0387460102139,,-16.0873451957295,10.0387460102139,,-16.0873451957295,10.0387460102139,,"live_measurement_0288","live_measurement_0287",,"live_measurement_0288","live_measurement_0287",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"155","155",,"live_measurement_0287|live_measurement_0288","live_measurement_0287|live_measurement_0288"
"live_model_CP19939_2025.01.09_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","156","156","CP19939_2025-01-09_breast feather","CP19939_2025-01-09_breast feather","CP19939","breast","Breast",FALSE,0.273,3.387116196135,"F",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.187014997005,-44.8751709982753,FALSE,"live_pheno_127|live_pheno_145",2,"CP19939_2025-01-09",1,1,"single_raw","inclusive",FALSE,,,-13.6410050695591,8.85149045461899,,-13.6410050695591,8.85149045461899,,-13.6410050695591,8.85149045461899,,"live_measurement_0290","live_measurement_0289",,"live_measurement_0290","live_measurement_0289",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"156","156",,"live_measurement_0289|live_measurement_0290","live_measurement_0289|live_measurement_0290"
"live_model_CP19939_2025.01.09_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","157","157","CP19939_2025-01-09_primary feather","CP19939_2025-01-09_primary feather","CP19939","primary","Primary",FALSE,0.25,3.40762020154043,"F",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.187014997005,-44.8751709982753,FALSE,"live_pheno_127|live_pheno_145",2,"CP19939_2025-01-09",1,1,"single_raw","inclusive",FALSE,,,-22.6679074733096,6.38140440472391,,-22.6679074733096,6.38140440472391,,-22.6679074733096,6.38140440472391,,"live_measurement_0292","live_measurement_0291",,"live_measurement_0292","live_measurement_0291",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"157","157",,"live_measurement_0291|live_measurement_0292","live_measurement_0291|live_measurement_0292"
"live_model_CP19940_2025.01.09_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","158","158","CP19940_2025-01-09_breast feather","CP19940_2025-01-09_breast feather","CP19940","breast","Breast",FALSE,0.263,3.31966718299926,"F",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_128|live_pheno_146",2,"CP19940_2025-01-09",1,1,"single_raw","inclusive",FALSE,,,-23.8758826530357,11.0042313733976,,-23.8758826530357,11.0042313733976,,-23.8758826530357,11.0042313733976,,"live_measurement_0294","live_measurement_0293",,"live_measurement_0294","live_measurement_0293",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"158","158",,"live_measurement_0293|live_measurement_0294","live_measurement_0293|live_measurement_0294"
"live_model_CP19940_2025.01.09_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","159","159","CP19940_2025-01-09_primary feather","CP19940_2025-01-09_primary feather","CP19940","primary","Primary",FALSE,0.292,3.2854948848685,"F",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_128|live_pheno_146",2,"CP19940_2025-01-09",1,1,"single_raw","inclusive",FALSE,,,-22.561504843906,6.74584200568185,,-22.561504843906,6.74584200568185,,-22.561504843906,6.74584200568185,,"live_measurement_0296","live_measurement_0295",,"live_measurement_0296","live_measurement_0295",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"159","159",,"live_measurement_0295|live_measurement_0296","live_measurement_0295|live_measurement_0296"
"live_model_CP19941_2025.01.09_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","160","160","CP19941_2025-01-09_breast feather","CP19941_2025-01-09_breast feather","CP19941","breast","Breast",FALSE,0.275,3.38425053020226,"M",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_129|live_pheno_147",2,"CP19941_2025-01-09",1,1,"single_raw","inclusive",FALSE,,,-22.2553551589647,11.5910886370008,,-22.2553551589647,11.5910886370008,,-22.2553551589647,11.5910886370008,,"live_measurement_0298","live_measurement_0297",,"live_measurement_0298","live_measurement_0297",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"160","160",,"live_measurement_0297|live_measurement_0298","live_measurement_0297|live_measurement_0298"
"live_model_CP19941_2025.01.09_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","161","161","CP19941_2025-01-09_primary feather","CP19941_2025-01-09_primary feather","CP19941","primary","Primary",FALSE,0.215,3.46568767631065,"M",,,"South Island, New Zealand","Pisa Range, Otago","Pisa Range","unknown","unknown",,169.180542994291,-44.8818409815431,FALSE,"live_pheno_129|live_pheno_147",2,"CP19941_2025-01-09",1,1,"single_raw","inclusive",FALSE,,,-22.8625690922693,7.21022801655891,,-22.8625690922693,7.21022801655891,,-22.8625690922693,7.21022801655891,,"live_measurement_0300","live_measurement_0299",,"live_measurement_0300","live_measurement_0299",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"161","161",,"live_measurement_0299|live_measurement_0300","live_measurement_0299|live_measurement_0300"
"live_model_CP19983_2024.10.14_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","162","162","CP19983_2024-10-14_breast feather","CP19983_2024-10-14_breast feather","CP19983","breast","Breast",FALSE,0.355,3.40002722133965,"F",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","resident","resident","Resighting at Upukeroa River on Feb 26 (potential resident)",167.744617,-45.414383,TRUE,"live_pheno_089|live_pheno_111",2,"CP19983_2024-10-14",1,1,"single_raw","inclusive",FALSE,,,-19.0124766576055,12.5227059718829,,-19.0124766576055,12.5227059718829,,-19.0124766576055,12.5227059718829,,"live_measurement_0302","live_measurement_0301",,"live_measurement_0302","live_measurement_0301",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"162","162",,"live_measurement_0301|live_measurement_0302","live_measurement_0301|live_measurement_0302"
"live_model_CP19983_2024.10.14_pimary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","163","163","CP19983_2024-10-14_pimary feather","CP19983_2024-10-14_pimary feather","CP19983","pimary","Primary",FALSE,0.209,3.46013659586787,"F",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","resident","resident","Resighting at Upukeroa River on Feb 26 (potential resident)",167.744617,-45.414383,TRUE,"live_pheno_089|live_pheno_111",2,"CP19983_2024-10-14",1,1,"single_raw","inclusive",FALSE,,,-24.6408048694008,8.73732406776946,,-24.6408048694008,8.73732406776946,,-24.6408048694008,8.73732406776946,,"live_measurement_0304","live_measurement_0303",,"live_measurement_0304","live_measurement_0303",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"163","163",,"live_measurement_0303|live_measurement_0304","live_measurement_0303|live_measurement_0304"
"live_model_CP19984_2024.10.14_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","164","164","CP19984_2024-10-14_breast feather","CP19984_2024-10-14_breast feather","CP19984","breast","Breast",FALSE,0.213,3.4439054307907,"M",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","unknown","unknown",,167.745905,-45.414044,FALSE,"live_pheno_130|live_pheno_148",2,"CP19984_2024-10-14",1,1,"single_raw","inclusive",FALSE,,,-24.660872320748,7.64021506366729,,-24.660872320748,7.64021506366729,,-24.660872320748,7.64021506366729,,"live_measurement_0306","live_measurement_0305",,"live_measurement_0306","live_measurement_0305",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"164","164",,"live_measurement_0305|live_measurement_0306","live_measurement_0305|live_measurement_0306"
"live_model_CP19984_2024.10.14_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","165","165","CP19984_2024-10-14_primary feather","CP19984_2024-10-14_primary feather","CP19984","primary","Primary",FALSE,0.21,3.54321626881052,"M",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","unknown","unknown",,167.745905,-45.414044,FALSE,"live_pheno_130|live_pheno_148",2,"CP19984_2024-10-14",1,1,"single_raw","inclusive",FALSE,,,-23.70763148564,8.11924139864621,,-23.70763148564,8.11924139864621,,-23.70763148564,8.11924139864621,,"live_measurement_0308","live_measurement_0307",,"live_measurement_0308","live_measurement_0307",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"165","165",,"live_measurement_0307|live_measurement_0308","live_measurement_0307|live_measurement_0308"
"live_model_CP9059_2024.10.08_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","166","166","CP9059_2024-10-08_breast feather","CP9059_2024-10-08_breast feather","CP9059","breast","Breast",FALSE,0.236,3.43989854944903,"M",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation April 26",173.662786,-42.413422,TRUE,"live_pheno_090|live_pheno_112",2,"CP9059_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,-18.0455411184568,12.5936658463559,,-18.0455411184568,12.5936658463559,,-18.0455411184568,12.5936658463559,,"live_measurement_0310","live_measurement_0309",,"live_measurement_0310","live_measurement_0309",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"166","166",,"live_measurement_0309|live_measurement_0310","live_measurement_0309|live_measurement_0310"
"live_model_CP9059_2024.10.08_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","167","167","CP9059_2024-10-08_primary feather","CP9059_2024-10-08_primary feather","CP9059","primary","Primary",FALSE,0.269,3.46208283526748,"M",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation April 26",173.662786,-42.413422,TRUE,"live_pheno_090|live_pheno_112",2,"CP9059_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,-14.5257161476591,14.8629857208597,,-14.5257161476591,14.8629857208597,,-14.5257161476591,14.8629857208597,,"live_measurement_0312","live_measurement_0311",,"live_measurement_0312","live_measurement_0311",,"keep","keep",,"keep","keep",,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,TRUE,TRUE,,"167","167",,"live_measurement_0311|live_measurement_0312","live_measurement_0311|live_measurement_0312"
"live_model_X04258275_2024.10.14_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","11","11","04258275_2024-10-14_breast","04258275_2024-10-14_breast","04258275","breast","Breast",FALSE,0.158,,"M",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","AU migrant","migrant","Originally banded on King Island, Tasmania in 2010 as a first year",167.744617,-45.414383,TRUE,"live_pheno_001|live_pheno_018",2,"04258275_2024-10-14",1,1,"single_raw","inclusive",FALSE,,,,,-0.561124353151239,,,-0.561124353151239,,,-0.561124353151239,,,"live_measurement_0317",,,"live_measurement_0317",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"11","live_measurement_0317","live_measurement_0317"
"live_model_X04258275_2024.10.14_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","12","12","04258275_2024-10-14_primary","04258275_2024-10-14_primary","04258275","primary","Primary",FALSE,0.232,,"M",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","AU migrant","migrant","Originally banded on King Island, Tasmania in 2010 as a first year",167.744617,-45.414383,TRUE,"live_pheno_001|live_pheno_018",2,"04258275_2024-10-14",1,1,"single_raw","inclusive",FALSE,,,,,-40.7046646902343,,,-40.7046646902343,,,-40.7046646902343,,,"live_measurement_0318",,,"live_measurement_0318",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"12","live_measurement_0318","live_measurement_0318"
"live_model_CP16140_2024.10.08_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","13","13","CP16140_2024-10-08_breast","CP16140_2024-10-08_breast","CP16140","breast","Breast",FALSE,0.146,,"F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","NI migrant","migrant","Resighting at Whangaehu river mouth, North Island on May 16",173.667221,-42.413402,TRUE,"live_pheno_035|live_pheno_042",2,"CP16140_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,,,-24.6651858347084,,,-24.6651858347084,,,-24.6651858347084,,,"live_measurement_0319",,,"live_measurement_0319",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"13","live_measurement_0319","live_measurement_0319"
"live_model_CP16140_2024.10.08_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","14","14","CP16140_2024-10-08_primary","CP16140_2024-10-08_primary","CP16140","primary","Primary",FALSE,0.145,,"F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","NI migrant","migrant","Resighting at Whangaehu river mouth, North Island on May 16",173.667221,-42.413402,TRUE,"live_pheno_035|live_pheno_042",2,"CP16140_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,,,-9.62004772430199,,,-9.62004772430199,,,-9.62004772430199,,,"live_measurement_0320",,,"live_measurement_0320",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"14","live_measurement_0320","live_measurement_0320"
"live_model_CP16409_2024.10.02_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","15","15","CP16409_2024-10-02_breast","CP16409_2024-10-02_breast","CP16409","breast","Breast",FALSE,0.17,,"F","266440","266440","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at the tip of Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_069|live_pheno_091",2,"CP16409_2024-10-02",1,1,"single_raw","inclusive",FALSE,,,,,-1.51704385612866,,,-1.51704385612866,,,-1.51704385612866,,,"live_measurement_0321",,,"live_measurement_0321",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"15","live_measurement_0321","live_measurement_0321"
"live_model_CP16409_2024.10.02_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","16","16","CP16409_2024-10-02_primary","CP16409_2024-10-02_primary","CP16409","primary","Primary",FALSE,0.177,,"F","266440","266440","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at the tip of Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_069|live_pheno_091",2,"CP16409_2024-10-02",1,1,"single_raw","inclusive",FALSE,,,,,-12.8015294537538,,,-12.8015294537538,,,-12.8015294537538,,,"live_measurement_0322",,,"live_measurement_0322",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"16","live_measurement_0322","live_measurement_0322"
"live_model_CP16446_2024.10.21_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","17","17","CP16446_2024-10-21_breast","CP16446_2024-10-21_breast","CP16446","breast","Breast",FALSE,0.117,,"M","0A96","0A96","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","AU migrant","migrant","GPS tag and local resighting confirmed overwintering at South Arm (near Hobart), Tasmania",172.397899,-43.851742,TRUE,"live_pheno_002|live_pheno_019",2,"CP16446_2024-10-21",1,1,"single_raw","inclusive",FALSE,,,,,-13.4623786355737,,,-13.4623786355737,,,-13.4623786355737,,,"live_measurement_0323",,,"live_measurement_0323",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"17","live_measurement_0323","live_measurement_0323"
"live_model_CP16446_2024.10.21_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","18","18","CP16446_2024-10-21_primary","CP16446_2024-10-21_primary","CP16446","primary","Primary",FALSE,0.2,,"M","0A96","0A96","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","AU migrant","migrant","GPS tag and local resighting confirmed overwintering at South Arm (near Hobart), Tasmania",172.397899,-43.851742,TRUE,"live_pheno_002|live_pheno_019",2,"CP16446_2024-10-21",1,1,"single_raw","inclusive",FALSE,,,,,-19.1182563273475,,,-19.1182563273475,,,-19.1182563273475,,,"live_measurement_0324",,,"live_measurement_0324",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"18","live_measurement_0324","live_measurement_0324"
"live_model_CP16461_2024.10.07_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","19|20","19|20","CP16461_2024-10-07_breast|CP16461_2024-10-07_breast_rpt","CP16461_2024-10-07_breast","CP16461","breast","Breast",TRUE,0.1945,,"M",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation April 14",173.681777,-42.390193,TRUE,"live_pheno_070|live_pheno_092",2,"CP16461_2024-10-07",2,2,"mean_of_valid_repeats","inclusive",FALSE,,,,,-0.399887446027748,,,-0.399887446027748,,,-0.399887446027748,,,"live_measurement_0325|live_measurement_0326",,,"live_measurement_0325|live_measurement_0326",,,"keep",,,"keep",,,"No explicit workbook instruction selected one H repeat assay, so the modelling value is the mean of all retained valid repeats.",,,"_rpt suffix|avg d2H column|worksheet avg d2H column",,,"aqc_h_0001|aqc_h_0002",,,TRUE,,,"_rpt suffix|avg d2H column",,,"no_green_rpt_named",,,"resolved_mean_of_valid_repeats",,,TRUE,,,"19|20","live_measurement_0325|live_measurement_0326","live_measurement_0325|live_measurement_0326"
"live_model_CP16461_2024.10.07_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","21","21","CP16461_2024-10-07_primary","CP16461_2024-10-07_primary","CP16461","primary","Primary",FALSE,0.216,,"M",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation April 14",173.681777,-42.390193,TRUE,"live_pheno_070|live_pheno_092",2,"CP16461_2024-10-07",1,1,"single_raw","inclusive",FALSE,,,,,-14.8135063992905,,,-14.8135063992905,,,-14.8135063992905,,,"live_measurement_0327",,,"live_measurement_0327",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"21","live_measurement_0327","live_measurement_0327"
"live_model_CP16470_2024.10.08_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","22","22","CP16470_2024-10-08_breast","CP16470_2024-10-08_breast","CP16470","breast","Breast",FALSE,0.169,,"M",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation April 22",173.663729,-42.413163,TRUE,"live_pheno_071|live_pheno_093",2,"CP16470_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,,,1.16765672660225,,,1.16765672660225,,,1.16765672660225,,,"live_measurement_0328",,,"live_measurement_0328",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"22","live_measurement_0328","live_measurement_0328"
"live_model_CP16470_2024.10.08_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","23","23","CP16470_2024-10-08_primary","CP16470_2024-10-08_primary","CP16470","primary","Primary",FALSE,0.184,,"M",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","resident","resident","Ailsa observation April 22",173.663729,-42.413163,TRUE,"live_pheno_071|live_pheno_093",2,"CP16470_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,,,-17.3986273095807,,,-17.3986273095807,,,-17.3986273095807,,,"live_measurement_0329",,,"live_measurement_0329",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"23","live_measurement_0329","live_measurement_0329"
