"adjudicated_sample_id","source_branch","source_file","source_sheet","source_sheet_rows","source_sheet_rows_model","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","sampling_location_general","sampling_location_specific","sampling_site_label","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","n_retained_assay_rows","n_model_contributing_rows","adjudication_method","assay_qc_variant_name","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes","raw_normalised_d13c","raw_normalised_d15n","raw_normalised_d2h","audit_normalised_d13c","audit_normalised_d15n","audit_normalised_d2h","adjudicated_normalised_d13c","adjudicated_normalised_d15n","adjudicated_normalised_d2h","source_measurement_ids_normalised_d13c","source_measurement_ids_normalised_d15n","source_measurement_ids_normalised_d2h","source_measurement_ids_model_normalised_d13c","source_measurement_ids_model_normalised_d15n","source_measurement_ids_model_normalised_d2h","assay_qc_variant_row_action_normalised_d13c","assay_qc_variant_row_action_normalised_d15n","assay_qc_variant_row_action_normalised_d2h","assay_qc_action_normalised_d13c","assay_qc_action_normalised_d15n","assay_qc_action_normalised_d2h","assay_qc_reason_normalised_d13c","assay_qc_reason_normalised_d15n","assay_qc_reason_normalised_d2h","assay_qc_evidence_source_normalised_d13c","assay_qc_evidence_source_normalised_d15n","assay_qc_evidence_source_normalised_d2h","assay_qc_decision_ids_normalised_d13c","assay_qc_decision_ids_normalised_d15n","assay_qc_decision_ids_normalised_d2h","assay_qc_repeat_pair_detected_normalised_d13c","assay_qc_repeat_pair_detected_normalised_d15n","assay_qc_repeat_pair_detected_normalised_d2h","assay_qc_repeat_detection_sources_normalised_d13c","assay_qc_repeat_detection_sources_normalised_d15n","assay_qc_repeat_detection_sources_normalised_d2h","assay_qc_repeat_detection_pattern_normalised_d13c","assay_qc_repeat_detection_pattern_normalised_d15n","assay_qc_repeat_detection_pattern_normalised_d2h","assay_qc_repeat_resolution_status_normalised_d13c","assay_qc_repeat_resolution_status_normalised_d15n","assay_qc_repeat_resolution_status_normalised_d2h","assay_qc_contributes_to_model_value_normalised_d13c","assay_qc_contributes_to_model_value_normalised_d15n","assay_qc_contributes_to_model_value_normalised_d2h","assay_qc_model_source_rows_normalised_d13c","assay_qc_model_source_rows_normalised_d15n","assay_qc_model_source_rows_normalised_d2h","source_measurement_ids","source_measurement_ids_model"
"live_model_CP16501_2024.10.05_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","24","24","CP16501_2024-10-05_breast","CP16501_2024-10-05_breast","CP16501","breast","Breast",FALSE,0.2,,"M","266467","266467","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE,"live_pheno_072|live_pheno_094",2,"CP16501_2024-10-05",1,1,"single_raw","inclusive",FALSE,,,,,-15.2430603892517,,,-15.2430603892517,,,-15.2430603892517,,,"live_measurement_0330",,,"live_measurement_0330",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"24","live_measurement_0330","live_measurement_0330"
"live_model_CP16501_2024.10.05_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","25","25","CP16501_2024-10-05_primary","CP16501_2024-10-05_primary","CP16501","primary","Primary",FALSE,0.168,,"M","266467","266467","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE,"live_pheno_072|live_pheno_094",2,"CP16501_2024-10-05",1,1,"single_raw","inclusive",FALSE,,,,,-11.9011912315008,,,-11.9011912315008,,,-11.9011912315008,,,"live_measurement_0331",,,"live_measurement_0331",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"25","live_measurement_0331","live_measurement_0331"
"live_model_CP16507_2024.10.22_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","26","26","CP16507_2024-10-22_breast","CP16507_2024-10-22_breast","CP16507","breast","Breast",FALSE,0.172,,"F","0AA1","0AA1","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","the lightlogger on the GPS tag revealed that the bird remained at Lake Ellesmere over the winter",172.601856,-43.830575,TRUE,"live_pheno_073|live_pheno_095",2,"CP16507_2024-10-22",1,1,"single_raw","inclusive",FALSE,,,,,6.70008281067213,,,6.70008281067213,,,6.70008281067213,,,"live_measurement_0332",,,"live_measurement_0332",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"26","live_measurement_0332","live_measurement_0332"
"live_model_CP16507_2024.10.22_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","27","27","CP16507_2024-10-22_primary","CP16507_2024-10-22_primary","CP16507","primary","Primary",FALSE,0.331,,"F","0AA1","0AA1","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","the lightlogger on the GPS tag revealed that the bird remained at Lake Ellesmere over the winter",172.601856,-43.830575,TRUE,"live_pheno_073|live_pheno_095",2,"CP16507_2024-10-22",1,1,"single_raw","inclusive",FALSE,,,,,-26.4523764524518,,,-26.4523764524518,,,-26.4523764524518,,,"live_measurement_0333",,,"live_measurement_0333",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"27","live_measurement_0333","live_measurement_0333"
"live_model_CP16529_2024.10.12_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","28","28","CP16529_2024-10-12_breast","CP16529_2024-10-12_breast","CP16529","breast","Breast",FALSE,0.174,,"F",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","AU migrant","migrant","Resighting at Shoalhaven Heads, New South Wales on February 27",170.48481,-43.880201,TRUE,"live_pheno_003|live_pheno_020",2,"CP16529_2024-10-12",1,1,"single_raw","inclusive",FALSE,,,,,-32.6667027189227,,,-32.6667027189227,,,-32.6667027189227,,,"live_measurement_0334",,,"live_measurement_0334",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"28","live_measurement_0334","live_measurement_0334"
"live_model_CP16529_2024.10.12_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","29","29","CP16529_2024-10-12_primary","CP16529_2024-10-12_primary","CP16529","primary","Primary",FALSE,0.177,,"F",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","AU migrant","migrant","Resighting at Shoalhaven Heads, New South Wales on February 27",170.48481,-43.880201,TRUE,"live_pheno_003|live_pheno_020",2,"CP16529_2024-10-12",1,1,"single_raw","inclusive",FALSE,,,,,-55.5965207215819,,,-55.5965207215819,,,-55.5965207215819,,,"live_measurement_0335",,,"live_measurement_0335",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"29","live_measurement_0335","live_measurement_0335"
"live_model_CP16533_2024.10.11_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","30","30","CP16533_2024-10-11_breast","CP16533_2024-10-11_breast","CP16533","breast","Breast",FALSE,0.159,,"F","266448","266448","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration twice (departures: March 12 and March 24), with the 2nd attempt failing",170.143316,-43.733096,TRUE,"live_pheno_004|live_pheno_021",2,"CP16533_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,,,-13.2879079780336,,,-13.2879079780336,,,-13.2879079780336,,,"live_measurement_0336",,,"live_measurement_0336",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"30","live_measurement_0336","live_measurement_0336"
"live_model_CP16533_2024.10.11_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","31","31","CP16533_2024-10-11_primary","CP16533_2024-10-11_primary","CP16533","primary","Primary",FALSE,0.19,,"F","266448","266448","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration twice (departures: March 12 and March 24), with the 2nd attempt failing",170.143316,-43.733096,TRUE,"live_pheno_004|live_pheno_021",2,"CP16533_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,,,-20.9252310028528,,,-20.9252310028528,,,-20.9252310028528,,,"live_measurement_0337",,,"live_measurement_0337",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"31","live_measurement_0337","live_measurement_0337"
"live_model_CP16534_2024.10.11_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","32","32","CP16534_2024-10-11_breast","CP16534_2024-10-11_breast","CP16534","breast","Breast",FALSE,0.178,,"M","266373","266373","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the mouth of the Snowy River, Victoria (arrival: April 3)",170.145302,-43.731722,TRUE,"live_pheno_005|live_pheno_022",2,"CP16534_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,,,7.67023696197101,,,7.67023696197101,,,7.67023696197101,,,"live_measurement_0338",,,"live_measurement_0338",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"32","live_measurement_0338","live_measurement_0338"
"live_model_CP16534_2024.10.11_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","33","33","CP16534_2024-10-11_primary","CP16534_2024-10-11_primary","CP16534","primary","Primary",FALSE,0.18,,"M","266373","266373","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the mouth of the Snowy River, Victoria (arrival: April 3)",170.145302,-43.731722,TRUE,"live_pheno_005|live_pheno_022",2,"CP16534_2024-10-11",1,1,"single_raw","inclusive",FALSE,,,,,-9.4040104342173,,,-9.4040104342173,,,-9.4040104342173,,,"live_measurement_0339",,,"live_measurement_0339",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"33","live_measurement_0339","live_measurement_0339"
"live_model_CP16536_2024.10.10_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","34","34","CP16536_2024-10-10_breast","CP16536_2024-10-10_breast","CP16536","breast","Breast",FALSE,0.176,,"M","266428","266428","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed this bird wintering at Farewell Spit (arrival: Jan 2, departure: Sep 2)",170.144062,-43.736643,TRUE,"live_pheno_049|live_pheno_059",2,"CP16536_2024-10-10",1,1,"single_raw","inclusive",FALSE,,,,,3.72524978572474,,,3.72524978572474,,,3.72524978572474,,,"live_measurement_0340",,,"live_measurement_0340",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"34","live_measurement_0340","live_measurement_0340"
"live_model_CP16536_2024.10.10_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","35","35","CP16536_2024-10-10_primary","CP16536_2024-10-10_primary","CP16536","primary","Primary",FALSE,0.278,,"M","266428","266428","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed this bird wintering at Farewell Spit (arrival: Jan 2, departure: Sep 2)",170.144062,-43.736643,TRUE,"live_pheno_049|live_pheno_059",2,"CP16536_2024-10-10",1,1,"single_raw","inclusive",FALSE,,,,,-26.5260048101734,,,-26.5260048101734,,,-26.5260048101734,,,"live_measurement_0341",,,"live_measurement_0341",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"35","live_measurement_0341","live_measurement_0341"
"live_model_CP16543_2024.10.04_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","36","36","CP16543_2024-10-04_breast","CP16543_2024-10-04_breast","CP16543","breast","Breast",FALSE,0.125,,"F","266466","266466","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year (except for a brief 2 day foray to Takaka in mid-December)",173.033468,-41.123473,TRUE,"live_pheno_074|live_pheno_096",2,"CP16543_2024-10-04",1,1,"single_raw","inclusive",FALSE,,,,,-23.3261466074447,,,-23.3261466074447,,,-23.3261466074447,,,"live_measurement_0342",,,"live_measurement_0342",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"36","live_measurement_0342","live_measurement_0342"
"live_model_CP16543_2024.10.04_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","37","37","CP16543_2024-10-04_primary","CP16543_2024-10-04_primary","CP16543","primary","Primary",FALSE,0.189,,"F","266466","266466","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year (except for a brief 2 day foray to Takaka in mid-December)",173.033468,-41.123473,TRUE,"live_pheno_074|live_pheno_096",2,"CP16543_2024-10-04",1,1,"single_raw","inclusive",FALSE,,,,,-14.9772993932422,,,-14.9772993932422,,,-14.9772993932422,,,"live_measurement_0343",,,"live_measurement_0343",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"37","live_measurement_0343","live_measurement_0343"
"live_model_CP16609_2024.10.08_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","38","38","CP16609_2024-10-08_breast","CP16609_2024-10-08_breast","CP16609","breast","Breast",FALSE,0.23,,"F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","SI migrant","migrant","PTT during ethics trial revealed this bird moving to the Rakaia River in early March",173.667221,-42.413402,TRUE,"live_pheno_050|live_pheno_060",2,"CP16609_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,,,-5.07977238638779,,,-5.07977238638779,,,-5.07977238638779,,,"live_measurement_0344",,,"live_measurement_0344",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"38","live_measurement_0344","live_measurement_0344"
"live_model_CP16609_2024.10.08_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","39","39","CP16609_2024-10-08_primary","CP16609_2024-10-08_primary","CP16609","primary","Primary",FALSE,0.278,,"F",,,"South Island, New Zealand","Kaikoura, Canterbury","Kaikoura","SI migrant","migrant","PTT during ethics trial revealed this bird moving to the Rakaia River in early March",173.667221,-42.413402,TRUE,"live_pheno_050|live_pheno_060",2,"CP16609_2024-10-08",1,1,"single_raw","inclusive",FALSE,,,,,-15.1206473447666,,,-15.1206473447666,,,-15.1206473447666,,,"live_measurement_0345",,,"live_measurement_0345",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"39","live_measurement_0345","live_measurement_0345"
"live_model_CP16627_2024.10.01_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","40","40","CP16627_2024-10-01_breast","CP16627_2024-10-01_breast","CP16627","breast","Breast",FALSE,0.133,,"M","266390","266390","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Kaituna Lagoon the full year",172.684973,-43.82787,TRUE,"live_pheno_075|live_pheno_097",2,"CP16627_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,,,-5.7186438009701,,,-5.7186438009701,,,-5.7186438009701,,,"live_measurement_0346",,,"live_measurement_0346",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"40","live_measurement_0346","live_measurement_0346"
"live_model_CP16627_2024.10.01_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","41","41","CP16627_2024-10-01_primary","CP16627_2024-10-01_primary","CP16627","primary","Primary",FALSE,0.371,,"M","266390","266390","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Kaituna Lagoon the full year",172.684973,-43.82787,TRUE,"live_pheno_075|live_pheno_097",2,"CP16627_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,,,-28.9909425095605,,,-28.9909425095605,,,-28.9909425095605,,,"live_measurement_0347",,,"live_measurement_0347",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"41","live_measurement_0347","live_measurement_0347"
"live_model_CP16628_2024.10.01_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","42","42","CP16628_2024-10-01_breast","CP16628_2024-10-01_breast","CP16628","breast","Breast",FALSE,0.26,,"F","266391","266391","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Lake Ellesmere the full year",172.684973,-43.82787,TRUE,"live_pheno_076|live_pheno_098",2,"CP16628_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,,,5.94469526556098,,,5.94469526556098,,,5.94469526556098,,,"live_measurement_0348",,,"live_measurement_0348",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"42","live_measurement_0348","live_measurement_0348"
"live_model_CP16628_2024.10.01_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","43","43","CP16628_2024-10-01_primary","CP16628_2024-10-01_primary","CP16628","primary","Primary",FALSE,0.376,,"F","266391","266391","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained near Birdlings Flat and Lake Ellesmere the full year",172.684973,-43.82787,TRUE,"live_pheno_076|live_pheno_098",2,"CP16628_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,,,-56.804534571677,,,-56.804534571677,,,-56.804534571677,,,"live_measurement_0349",,,"live_measurement_0349",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"43","live_measurement_0349","live_measurement_0349"
"live_model_CP16641_2024.10.05_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","44","44","CP16641_2024-10-05_breast","CP16641_2024-10-05_breast","CP16641","breast","Breast",FALSE,0.118,,"M","266436","266436","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird wintered on the mudflats near the Nelson Haven and Boulder Bank (from mid-April to mid-July)",173.011986,-40.992659,TRUE,"live_pheno_051|live_pheno_061",2,"CP16641_2024-10-05",1,1,"single_raw","inclusive",FALSE,,,,,-9.2631726432784,,,-9.2631726432784,,,-9.2631726432784,,,"live_measurement_0350",,,"live_measurement_0350",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"44","live_measurement_0350","live_measurement_0350"
"live_model_CP16641_2024.10.05_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","45","45","CP16641_2024-10-05_primary","CP16641_2024-10-05_primary","CP16641","primary","Primary",FALSE,0.18,,"M","266436","266436","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird wintered on the mudflats near the Nelson Haven and Boulder Bank (from mid-April to mid-July)",173.011986,-40.992659,TRUE,"live_pheno_051|live_pheno_061",2,"CP16641_2024-10-05",1,1,"single_raw","inclusive",FALSE,,,,,-22.4537738744252,,,-22.4537738744252,,,-22.4537738744252,,,"live_measurement_0351",,,"live_measurement_0351",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"45","live_measurement_0351","live_measurement_0351"
"live_model_CP16642_2024.10.01_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","46","46","CP16642_2024-10-01_breast","CP16642_2024-10-01_breast","CP16642","breast","Breast",FALSE,0.211,,"F","266383","266383","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,"live_pheno_006|live_pheno_023",2,"CP16642_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,,,-14.505831756736,,,-14.505831756736,,,-14.505831756736,,,"live_measurement_0352",,,"live_measurement_0352",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"46","live_measurement_0352","live_measurement_0352"
"live_model_CP16642_2024.10.01_primary","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","47","47","CP16642_2024-10-01_primary","CP16642_2024-10-01_primary","CP16642","primary","Primary",FALSE,0.206,,"F","266383","266383","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,"live_pheno_006|live_pheno_023",2,"CP16642_2024-10-01",1,1,"single_raw","inclusive",FALSE,,,,,-48.5840547669316,,,-48.5840547669316,,,-48.5840547669316,,,"live_measurement_0353",,,"live_measurement_0353",,,"keep",,,"keep",,,,,,,,,,,,FALSE,,,,,,,,,,,,TRUE,,,"47","live_measurement_0353","live_measurement_0353"
"live_model_CP16643_2024.10.01_breast","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","48|49","48|49","CP16643_2024-10-01_breast|CP16643_2024-10-01_breast_rpt","CP16643_2024-10-01_breast","CP16643","breast","Breast",TRUE,0.15,,"M","266405","266405","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","AU migrant","migrant","PTT revealed this bird attempting trans-Tasman migration (departure: May 5), but failing",172.67954,-43.826875,TRUE,"live_pheno_007|live_pheno_024",2,"CP16643_2024-10-01",2,2,"mean_of_valid_repeats","inclusive",FALSE,,,,,-15.8921260286888,,,-15.8921260286888,,,-15.8921260286888,,,"live_measurement_0354|live_measurement_0355",,,"live_measurement_0354|live_measurement_0355",,,"keep",,,"keep",,,"No explicit workbook instruction selected one H repeat assay, so the modelling value is the mean of all retained valid repeats.",,,"_rpt suffix|avg d2H column|worksheet avg d2H column",,,"aqc_h_0003|aqc_h_0004",,,TRUE,,,"_rpt suffix|avg d2H column",,,"no_green_rpt_named",,,"resolved_mean_of_valid_repeats",,,TRUE,,,"48|49","live_measurement_0354|live_measurement_0355","live_measurement_0354|live_measurement_0355"
