"adjudicated_sample_id","adjudicated_measurement_id","source_branch","source_file","source_sheet","source_sheet_rows","source_sheet_rows_model","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","isotope","raw_value_retained_mean","audit_value_mean","value","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","sampling_location_general","sampling_location_specific","sampling_site_label","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","source_measurement_ids","source_measurement_ids_model","n_retained_assay_rows","n_model_contributing_rows","adjudication_method","assay_qc_variant_name","assay_qc_variant_row_action","assay_qc_action","assay_qc_reason","assay_qc_evidence_source","assay_qc_decision_ids","assay_qc_repeat_pair_detected","assay_qc_repeat_detection_sources","assay_qc_repeat_detection_pattern","assay_qc_repeat_resolution_status","assay_qc_contributes_to_model_value","assay_qc_model_source_rows","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes"
"live_model_CP19308_2024.10.12_primary","live_model_CP19308_2024.10.12_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","102","102","CP19308_2024-10-12_primary","CP19308_2024-10-12_primary","CP19308","primary","Primary",FALSE,"normalised_d2h",-55.1984919659272,-55.1984919659272,-55.1984919659272,0.246,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_123|live_pheno_141",2,"CP19308_2024-10-12","live_measurement_0408","live_measurement_0408",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"102",FALSE,,
"live_model_CP19311_2024.10.11_breast","live_model_CP19311_2024.10.11_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","103","103","CP19311_2024-10-11_breast","CP19311_2024-10-11_breast","CP19311","breast","Breast",FALSE,"normalised_d2h",-67.5925063450784,-67.5925063450784,-67.5925063450784,0.243,,"M","266375","266375","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",170.146284,-43.725414,TRUE,"live_pheno_054|live_pheno_064",2,"CP19311_2024-10-11","live_measurement_0409","live_measurement_0409",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"103",FALSE,,
"live_model_CP19311_2024.10.11_primary","live_model_CP19311_2024.10.11_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","104","104","CP19311_2024-10-11_primary","CP19311_2024-10-11_primary","CP19311","primary","Primary",FALSE,"normalised_d2h",-30.7820163099934,-30.7820163099934,-30.7820163099934,0.18,,"M","266375","266375","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",170.146284,-43.725414,TRUE,"live_pheno_054|live_pheno_064",2,"CP19311_2024-10-11","live_measurement_0410","live_measurement_0410",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"104",FALSE,,
"live_model_CP19312_2024.10.11_breast","live_model_CP19312_2024.10.11_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","105","105","CP19312_2024-10-11_breast","CP19312_2024-10-11_breast","CP19312","breast","Breast",FALSE,"normalised_d2h",-5.76406501795435,-5.76406501795435,-5.76406501795435,0.154,,"F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11","live_measurement_0411","live_measurement_0411",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"105",FALSE,,
"live_model_CP19312_2024.10.11_primary","live_model_CP19312_2024.10.11_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","106","106","CP19312_2024-10-11_primary","CP19312_2024-10-11_primary","CP19312","primary","Primary",FALSE,"normalised_d2h",-6.65958180830863,-6.65958180830863,-6.65958180830863,0.168,,"F","266441","266441","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11","live_measurement_0412","live_measurement_0412",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"106",FALSE,,
"live_model_CP19314_2024.10.10_breast","live_model_CP19314_2024.10.10_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","107","107","CP19314_2024-10-10_breast","CP19314_2024-10-10_breast","CP19314","breast","Breast",FALSE,"normalised_d2h",-4.50714443967175,-4.50714443967175,-4.50714443967175,0.172,,"M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10","live_measurement_0413","live_measurement_0413",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"107",FALSE,,
"live_model_CP19314_2024.10.10_primary","live_model_CP19314_2024.10.10_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","108","108","CP19314_2024-10-10_primary","CP19314_2024-10-10_primary","CP19314","primary","Primary",FALSE,"normalised_d2h",-21.4992239248411,-21.4992239248411,-21.4992239248411,0.202,,"M","266442","266442","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10","live_measurement_0414","live_measurement_0414",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"108",FALSE,,
"live_model_CP19327_2024.10.04_breast","live_model_CP19327_2024.10.04_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","109","109","CP19327_2024-10-04_breast","CP19327_2024-10-04_breast","CP19327","breast","Breast",FALSE,"normalised_d2h",-10.4885647577129,-10.4885647577129,-10.4885647577129,0.242,,"M","266421","266421","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04","live_measurement_0415","live_measurement_0415",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"109",FALSE,,
"live_model_CP19327_2024.10.04_primary","live_model_CP19327_2024.10.04_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","110","110","CP19327_2024-10-04_primary","CP19327_2024-10-04_primary","CP19327","primary","Primary",FALSE,"normalised_d2h",-23.2736295650277,-23.2736295650277,-23.2736295650277,0.232,,"M","266421","266421","South Island, New Zealand","Porters Beach, Abel Tasman National Park","Porters Beach","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04","live_measurement_0416","live_measurement_0416",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"110",FALSE,,
"live_model_CP19340_2024.10.10_breast","live_model_CP19340_2024.10.10_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","111","111","CP19340_2024-10-10_breast","CP19340_2024-10-10_breast","CP19340","breast","Breast",FALSE,"normalised_d2h",3.25806710111963,3.25806710111963,3.25806710111963,0.117,,"M","266393","266393","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE,"live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10","live_measurement_0417","live_measurement_0417",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"111",FALSE,,
"live_model_CP19340_2024.10.10_primary","live_model_CP19340_2024.10.10_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","112","112","CP19340_2024-10-10_primary","CP19340_2024-10-10_primary","CP19340","primary","Primary",FALSE,"normalised_d2h",-26.5785510156445,-26.5785510156445,-26.5785510156445,0.233,,"M","266393","266393","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE,"live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10","live_measurement_0418","live_measurement_0418",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"112",FALSE,,
"live_model_CP19346_2024.10.02_breast","live_model_CP19346_2024.10.02_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","113","113","CP19346_2024-10-02_breast","CP19346_2024-10-02_breast","CP19346","breast","Breast",FALSE,"normalised_d2h",-11.4546469831619,-11.4546469831619,-11.4546469831619,0.176,,"M","266459","266459","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02","live_measurement_0419","live_measurement_0419",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"113",FALSE,,
"live_model_CP19346_2024.10.02_primary","live_model_CP19346_2024.10.02_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","114","114","CP19346_2024-10-02_primary","CP19346_2024-10-02_primary","CP19346","primary","Primary",FALSE,"normalised_d2h",-10.5715366479889,-10.5715366479889,-10.5715366479889,0.154,,"M","266459","266459","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02","live_measurement_0420","live_measurement_0420",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"114",FALSE,,
"live_model_CP19350_2024.09.30_breast","live_model_CP19350_2024.09.30_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","115","115","CP19350_2024-09-30_breast","CP19350_2024-09-30_breast","CP19350","breast","Breast",FALSE,"normalised_d2h",-14.5679577035717,-14.5679577035717,-14.5679577035717,0.208,,"F","266387","266387","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE,"live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30","live_measurement_0421","live_measurement_0421",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"115",FALSE,,
"live_model_CP19350_2024.09.30_primary","live_model_CP19350_2024.09.30_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","116","116","CP19350_2024-09-30_primary","CP19350_2024-09-30_primary","CP19350","primary","Primary",FALSE,"normalised_d2h",-4.90486384322455,-4.90486384322455,-4.90486384322455,0.204,,"F","266387","266387","South Island, New Zealand","Kaitorete Spit, Canterbury","Kaitorete","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE,"live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30","live_measurement_0422","live_measurement_0422",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"116",FALSE,,
"live_model_CP19360_2024.10.04_breast","live_model_CP19360_2024.10.04_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","117","117","CP19360_2024-10-04_breast","CP19360_2024-10-04_breast","CP19360","breast","Breast",FALSE,"normalised_d2h",-27.747857656815,-27.747857656815,-27.747857656815,0.17,,"F","266403","266403","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",173.030661,-41.11765,TRUE,"live_pheno_057|live_pheno_067",2,"CP19360_2024-10-04","live_measurement_0423","live_measurement_0423",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"117",FALSE,,
"live_model_CP19360_2024.10.04_primary","live_model_CP19360_2024.10.04_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","118","118","CP19360_2024-10-04_primary","CP19360_2024-10-04_primary","CP19360","primary","Primary",FALSE,"normalised_d2h",-26.0340508030579,-26.0340508030579,-26.0340508030579,0.27,,"F","266403","266403","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",173.030661,-41.11765,TRUE,"live_pheno_057|live_pheno_067",2,"CP19360_2024-10-04","live_measurement_0424","live_measurement_0424",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"118",FALSE,,
"live_model_CP19361_2024.10.04_breast","live_model_CP19361_2024.10.04_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","119","119","CP19361_2024-10-04_breast","CP19361_2024-10-04_breast","CP19361","breast","Breast",FALSE,"normalised_d2h",-21.3772879516674,-21.3772879516674,-21.3772879516674,0.165,,"M","266469","266469","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.033468,-41.123473,TRUE,"live_pheno_082|live_pheno_104",2,"CP19361_2024-10-04","live_measurement_0425","live_measurement_0425",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"119",FALSE,,
"live_model_CP19361_2024.10.04_primary","live_model_CP19361_2024.10.04_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","120","120","CP19361_2024-10-04_primary","CP19361_2024-10-04_primary","CP19361","primary","Primary",FALSE,"normalised_d2h",-3.64141395177048,-3.64141395177048,-3.64141395177048,0.205,,"M","266469","266469","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.033468,-41.123473,TRUE,"live_pheno_082|live_pheno_104",2,"CP19361_2024-10-04","live_measurement_0426","live_measurement_0426",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"120",FALSE,,
"live_model_CP19365_breast","live_model_CP19365_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","121","121","CP19365_breast","CP19365_breast","CP19365","breast","Breast",FALSE,"normalised_d2h",15.6787653351278,15.6787653351278,15.6787653351278,0.128,,"F","266434","266434","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",170.143352,-43.73679,TRUE,"live_pheno_015|live_pheno_032",2,"CP19365_2024-10-10","live_measurement_0427","live_measurement_0427",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"121",FALSE,,
"live_model_CP19365_primary","live_model_CP19365_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","122","122","CP19365_primary","CP19365_primary","CP19365","primary","Primary",FALSE,"normalised_d2h",-26.0724867731009,-26.0724867731009,-26.0724867731009,0.161,,"F","266434","266434","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at Loganburn Reservoir (Central Otago) from mid-Jan to mid-April before migrating to inland South Australia (near Lake Hawdon)",170.143352,-43.73679,TRUE,"live_pheno_015|live_pheno_032",2,"CP19365_2024-10-10","live_measurement_0428","live_measurement_0428",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"122",FALSE,,
"live_model_CP19366_2024.10.10_breast","live_model_CP19366_2024.10.10_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","123","123","CP19366_2024-10-10_breast","CP19366_2024-10-10_breast","CP19366","breast","Breast",FALSE,"normalised_d2h",-3.06216382712083,-3.06216382712083,-3.06216382712083,0.125,,"F","266429","266429","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at the Waitaki River gorge (Central Otago) for several weeks in early March before migrating to the Aire River Mouth (Victoria) for a week then moving to the mud flats near Robbins Island (Tasmania) where it stayed from early April to early October",170.144062,-43.736643,TRUE,"live_pheno_016|live_pheno_033",2,"CP19366_2024-10-10","live_measurement_0429","live_measurement_0429",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"123",FALSE,,
"live_model_CP19366_2024.10.10_primary","live_model_CP19366_2024.10.10_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","124","124","CP19366_2024-10-10_primary","CP19366_2024-10-10_primary","CP19366","primary","Primary",FALSE,"normalised_d2h",-30.374107527047,-30.374107527047,-30.374107527047,0.172,,"F","266429","266429","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley to stage at the Waitaki River gorge (Central Otago) for several weeks in early March before migrating to the Aire River Mouth (Victoria) for a week then moving to the mud flats near Robbins Island (Tasmania) where it stayed from early April to early October",170.144062,-43.736643,TRUE,"live_pheno_016|live_pheno_033",2,"CP19366_2024-10-10","live_measurement_0430","live_measurement_0430",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"124",FALSE,,
"live_model_CP19368_2024.10.11_breast","live_model_CP19368_2024.10.11_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","125","125","CP19368_2024-10-11_breast","CP19368_2024-10-11_breast","CP19368","breast","Breast",FALSE,"normalised_d2h",2.60262477330125,2.60262477330125,2.60262477330125,0.244,,"M","266379","266379","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley in mid-March, but bailing and returning to the South Island and staging at the intersection of the Maraura and Waikaia Rivers for 2 weeks. Then it tried again to migrate but bailed and returned to the same staging spot for 2 weeks. 3rd attempt succefully landed at the beaches near Piccaninny Creek Mouth (Tasmania)",173.0307,-41.11812,TRUE,"live_pheno_017|live_pheno_034",2,"CP19368_2024-10-11","live_measurement_0431","live_measurement_0431",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"125",FALSE,,
"live_model_CP19368_2024.10.11_primary","live_model_CP19368_2024.10.11_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","126","126","CP19368_2024-10-11_primary","CP19368_2024-10-11_primary","CP19368","primary","Primary",FALSE,"normalised_d2h",-19.8818909409293,-19.8818909409293,-19.8818909409293,0.311,,"M","266379","266379","South Island, New Zealand","Tasman River, Mt. Cook National Park","Tasman River","AU migrant","migrant","PTT revealed this bird leaving Tasman Valley in mid-March, but bailing and returning to the South Island and staging at the intersection of the Maraura and Waikaia Rivers for 2 weeks. Then it tried again to migrate but bailed and returned to the same staging spot for 2 weeks. 3rd attempt succefully landed at the beaches near Piccaninny Creek Mouth (Tasmania)",173.0307,-41.11812,TRUE,"live_pheno_017|live_pheno_034",2,"CP19368_2024-10-11","live_measurement_0432","live_measurement_0432",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"126",FALSE,,
"live_model_CP19371_2024.10.05_breast","live_model_CP19371_2024.10.05_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","127","127","CP19371_2024-10-05_breast","CP19371_2024-10-05_breast","CP19371","breast","Breast",FALSE,"normalised_d2h",-22.0604717762451,-22.0604717762451,-22.0604717762451,0.182,,"F","266432","266432","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE,"live_pheno_083|live_pheno_105",2,"CP19371_2024-10-05","live_measurement_0433","live_measurement_0433",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"127",FALSE,,
"live_model_CP19371_2024.10.05_primary","live_model_CP19371_2024.10.05_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","128","128","CP19371_2024-10-05_primary","CP19371_2024-10-05_primary","CP19371","primary","Primary",FALSE,"normalised_d2h",-2.68696017250742,-2.68696017250742,-2.68696017250742,0.154,,"F","266432","266432","South Island, New Zealand","Motueka Spit, Tasman Bay","Motueka Spit","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.031797,-41.120263,TRUE,"live_pheno_083|live_pheno_105",2,"CP19371_2024-10-05","live_measurement_0434","live_measurement_0434",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"128",FALSE,,
"live_model_CP19902_2024.10.12_breast","live_model_CP19902_2024.10.12_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","129","129","CP19902_2024-10-12_breast","CP19902_2024-10-12_breast","CP19902","breast","Breast",FALSE,"normalised_d2h",-12.1212765401099,-12.1212765401099,-12.1212765401099,0.138,,"F",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.478219,-43.873307,FALSE,"live_pheno_124|live_pheno_142",2,"CP19902_2024-10-12","live_measurement_0435","live_measurement_0435",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"129",FALSE,,
"live_model_CP19902_2024.10.12_primary","live_model_CP19902_2024.10.12_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","130","130","CP19902_2024-10-12_primary","CP19902_2024-10-12_primary","CP19902","primary","Primary",FALSE,"normalised_d2h",-68.9890831838074,-68.9890831838074,-68.9890831838074,0.18,,"F",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.478219,-43.873307,FALSE,"live_pheno_124|live_pheno_142",2,"CP19902_2024-10-12","live_measurement_0436","live_measurement_0436",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"130",FALSE,,
"live_model_CP19903_2024.10.12_breast","live_model_CP19903_2024.10.12_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","131","131","CP19903_2024-10-12_breast","CP19903_2024-10-12_breast","CP19903","breast","Breast",FALSE,"normalised_d2h",-24.0447211648515,-24.0447211648515,-24.0447211648515,0.124,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.478219,-43.873307,FALSE,"live_pheno_125|live_pheno_143",2,"CP19903_2024-10-12","live_measurement_0437","live_measurement_0437",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"131",FALSE,,
"live_model_CP19903_2024.10.12_primary","live_model_CP19903_2024.10.12_primary::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","132","132","CP19903_2024-10-12_primary","CP19903_2024-10-12_primary","CP19903","primary","Primary",FALSE,"normalised_d2h",-33.5746285832227,-33.5746285832227,-33.5746285832227,0.155,,"M",,,"South Island, New Zealand","Cass River, Canterbury","Cass River","unknown","unknown",,170.478219,-43.873307,FALSE,"live_pheno_125|live_pheno_143",2,"CP19903_2024-10-12","live_measurement_0438","live_measurement_0438",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"132",FALSE,,
"live_model_CP19907_2024.10.14_breast","live_model_CP19907_2024.10.14_breast::normalised_d2h","live_batch5_h","data/Master_TCEA_H_SI_Batch 5 breast and primary feathers_LEH_v1_SB.xls","Sample results_H","133","133","CP19907_2024-10-14_breast","CP19907_2024-10-14_breast","CP19907","breast","Breast",FALSE,"normalised_d2h",-14.3435048647567,-14.3435048647567,-14.3435048647567,0.165,,"F",,,"South Island, New Zealand","Te Anau, Southland","Te Anau","resident","resident","Resighting at Upukeroa River on Feb 18 (potential resident)",167.746751,-45.414278,TRUE,"live_pheno_084|live_pheno_106",2,"CP19907_2024-10-14","live_measurement_0439","live_measurement_0439",1,1,"single_raw","sensitivity","include","keep",,,,FALSE,,,,TRUE,"133",FALSE,,
