"adjudicated_sample_id","source_branch","source_file","source_sheet","source_sheet_rows","source_sheet_rows_model","sample_id_raw","sample_id_base","ring","feather_type_raw","feather_type","is_repeat_assay","amount_mg","cn_mass_ratio","sex","tag_id_adjusted","tag_id_raw_examples","status","status_bin","migratory_status_comment","longitude_capture","latitude_capture","status_known","source_phenotype_row_ids","source_phenotype_row_count","sample_identifier_examples","n_retained_assay_rows","n_model_contributing_rows","adjudication_method","assay_qc_variant_name","assay_qc_manual_review_pending","assay_qc_manual_review_reason","assay_qc_manual_review_notes","raw_normalised_d13c","raw_normalised_d15n","audit_normalised_d13c","audit_normalised_d15n","adjudicated_normalised_d13c","adjudicated_normalised_d15n","source_measurement_ids_normalised_d13c","source_measurement_ids_normalised_d15n","source_measurement_ids_model_normalised_d13c","source_measurement_ids_model_normalised_d15n","assay_qc_variant_row_action_normalised_d13c","assay_qc_variant_row_action_normalised_d15n","assay_qc_action_normalised_d13c","assay_qc_action_normalised_d15n","assay_qc_reason_normalised_d13c","assay_qc_reason_normalised_d15n","assay_qc_evidence_source_normalised_d13c","assay_qc_evidence_source_normalised_d15n","assay_qc_decision_ids_normalised_d13c","assay_qc_decision_ids_normalised_d15n","assay_qc_repeat_pair_detected_normalised_d13c","assay_qc_repeat_pair_detected_normalised_d15n","assay_qc_repeat_detection_sources_normalised_d13c","assay_qc_repeat_detection_sources_normalised_d15n","assay_qc_repeat_detection_pattern_normalised_d13c","assay_qc_repeat_detection_pattern_normalised_d15n","assay_qc_repeat_resolution_status_normalised_d13c","assay_qc_repeat_resolution_status_normalised_d15n","assay_qc_contributes_to_model_value_normalised_d13c","assay_qc_contributes_to_model_value_normalised_d15n","assay_qc_model_source_rows_normalised_d13c","assay_qc_model_source_rows_normalised_d15n","source_measurement_ids"
"live_model_CP17010_2024.10.16_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","102","102","CP17010_2024-10-16_breast feather","CP17010_2024-10-16_breast feather","CP17010","breast","Breast",FALSE,0.36,3.41907042465633,"M","266397","266397","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.425144,-46.604315,TRUE,"live_pheno_080|live_pheno_102",2,"CP17010_2024-10-16",1,1,"single_raw","sensitivity",FALSE,,,-20.7990391206713,8.32593463371651,-20.7990391206713,8.32593463371651,-20.7990391206713,8.32593463371651,"live_measurement_0182","live_measurement_0181","live_measurement_0182","live_measurement_0181","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"102","102","live_measurement_0181|live_measurement_0182"
"live_model_CP17010_2024.10.16_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","103|104","104","CP17010_2024-10-16_primary feather|CP17010_2024-10-16_primary feather_rpt","CP17010_2024-10-16_primary feather","CP17010","primary","Primary",TRUE,0.28,3.3266523913021,"M","266397","266397","resident","resident","PTT revealed that the bird remained at the Awarua Bay / Tiwai Point the full year",168.425144,-46.604315,TRUE,"live_pheno_080|live_pheno_102",2,"CP17010_2024-10-16",2,1,"explicit_use_selected_row","sensitivity",FALSE,,,-23.7117735472334,6.64156381633658,-23.7117735472334,6.64156381633658,-23.6830423249234,6.26209391684193,"live_measurement_0184|live_measurement_0186","live_measurement_0183|live_measurement_0185","live_measurement_0186","live_measurement_0185","include","include","keep","keep","Repeat-analysis comment explicitly instructs use of the C value from this assay row.|Retained as a valid repeat observation, but an explicit workbook comment selected another row for the modelling value.","Repeat-analysis comment explicitly instructs use of the N value from this assay row.|Retained as a valid repeat observation, but an explicit workbook comment selected another row for the modelling value.","comment column|green raw","comment column|green raw","aqc_0033|aqc_0034","aqc_0031|aqc_0032",TRUE,TRUE,"green formatting|_rpt suffix|comments","green formatting|_rpt suffix|comments","rpt_only_green","rpt_only_green","resolved_comment_selected_row","resolved_comment_selected_row",TRUE,TRUE,"104","104","live_measurement_0183|live_measurement_0185|live_measurement_0184|live_measurement_0186"
"live_model_CP17011_2024.10.16_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","105","105","CP17011_2024-10-16_breast feather","CP17011_2024-10-16_breast feather","CP17011","breast","Breast",FALSE,0.295,3.30938878617553,"F","266413","266413","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",168.425144,-46.604315,TRUE,"live_pheno_053|live_pheno_063",2,"CP17011_2024-10-16",1,1,"single_raw","sensitivity",FALSE,,,-16.8007345467439,13.2755885769215,-16.8007345467439,13.2755885769215,-16.8007345467439,13.2755885769215,"live_measurement_0188","live_measurement_0187","live_measurement_0188","live_measurement_0187","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"105","105","live_measurement_0187|live_measurement_0188"
"live_model_CP17011_2024.10.16_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","106","106","CP17011_2024-10-16_primary feather","CP17011_2024-10-16_primary feather","CP17011","primary","Primary",FALSE,0.242,3.37099817139148,"F","266413","266413","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tiwai Point in early Dec and went to Toetoe Harbour near the Mataura River Mouth where it stayed until June, when it returned to Tiwai Point / Awarua Bay",168.425144,-46.604315,TRUE,"live_pheno_053|live_pheno_063",2,"CP17011_2024-10-16",1,1,"single_raw","sensitivity",FALSE,,,-22.5847413462965,7.86987873353459,-22.5847413462965,7.86987873353459,-22.5847413462965,7.86987873353459,"live_measurement_0190","live_measurement_0189","live_measurement_0190","live_measurement_0189","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"106","106","live_measurement_0189|live_measurement_0190"
"live_model_CP19307_2024.10.12_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","107","107","CP19307_2024-10-12_breast feather","CP19307_2024-10-12_breast feather","CP19307","breast","Breast",FALSE,0.232,3.35267417337102,"M",,,"unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_122|live_pheno_140",2,"CP19307_2024-10-12",1,1,"single_raw","sensitivity",FALSE,,,-22.2159881561871,11.2409771828643,-22.2159881561871,11.2409771828643,-22.2159881561871,11.2409771828643,"live_measurement_0192","live_measurement_0191","live_measurement_0192","live_measurement_0191","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"107","107","live_measurement_0191|live_measurement_0192"
"live_model_CP19307_2024.10.12_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","108","108","CP19307_2024-10-12_primary feather","CP19307_2024-10-12_primary feather","CP19307","primary","Primary",FALSE,0.251,3.43264830159768,"M",,,"unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_122|live_pheno_140",2,"CP19307_2024-10-12",1,1,"single_raw","sensitivity",FALSE,,,-23.1747464504715,8.00646285438079,-23.1747464504715,8.00646285438079,-23.1747464504715,8.00646285438079,"live_measurement_0194","live_measurement_0193","live_measurement_0194","live_measurement_0193","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"108","108","live_measurement_0193|live_measurement_0194"
"live_model_CP19308_2024.10.12_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","109","109","CP19308_2024-10-12_breast feather","CP19308_2024-10-12_breast feather","CP19308","breast","Breast",FALSE,0.272,3.27779555686636,"M",,,"unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_123|live_pheno_141",2,"CP19308_2024-10-12",1,1,"single_raw","sensitivity",FALSE,,,-12.0586057634204,12.8830218357041,-12.0586057634204,12.8830218357041,-12.0586057634204,12.8830218357041,"live_measurement_0196","live_measurement_0195","live_measurement_0196","live_measurement_0195","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"109","109","live_measurement_0195|live_measurement_0196"
"live_model_CP19308_2024.10.12_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","110","110","CP19308_2024-10-12_primary feather","CP19308_2024-10-12_primary feather","CP19308","primary","Primary",FALSE,0.228,3.38907864441033,"M",,,"unknown","unknown",,170.477445,-43.873901,FALSE,"live_pheno_123|live_pheno_141",2,"CP19308_2024-10-12",1,1,"single_raw","sensitivity",FALSE,,,-23.8789135011736,9.19525057285691,-23.8789135011736,9.19525057285691,-23.8789135011736,9.19525057285691,"live_measurement_0198","live_measurement_0197","live_measurement_0198","live_measurement_0197","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"110","110","live_measurement_0197|live_measurement_0198"
"live_model_CP19311_2024.10.11_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","111","111","CP19311_2024-10-11_breast feather","CP19311_2024-10-11_breast feather","CP19311","breast","Breast",FALSE,0.243,3.30554836394745,"M","266375","266375","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",170.146284,-43.725414,TRUE,"live_pheno_054|live_pheno_064",2,"CP19311_2024-10-11",1,1,"single_raw","sensitivity",FALSE,,,-22.5401886120996,8.16879707947654,-22.5401886120996,8.16879707947654,-22.5401886120996,8.16879707947654,"live_measurement_0200","live_measurement_0199","live_measurement_0200","live_measurement_0199","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"111","111","live_measurement_0199|live_measurement_0200"
"live_model_CP19311_2024.10.11_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","112|113","112|113","CP19311_2024-10-11_primary feather|CP19311_2024-10-11_primary feather_rpt","CP19311_2024-10-11_primary feather","CP19311","primary","Primary",TRUE,0.26,3.41718181661793,"M","266375","266375","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Tasman Valley and flew to the Hunter River Mouth (Lake Hawea) in mid-Feb and wintered there until early Aug before returning to the Tasman Valley (Glentanner to stage for a couple weeks, then to breeding site)",170.146284,-43.725414,TRUE,"live_pheno_054|live_pheno_064",2,"CP19311_2024-10-11",2,2,"mean_of_valid_repeats","sensitivity",FALSE,,,-23.2344802623803,5.47167080546321,-23.2344802623803,5.47167080546321,-23.2344802623803,5.47167080546321,"live_measurement_0202|live_measurement_0204","live_measurement_0201|live_measurement_0203","live_measurement_0202|live_measurement_0204","live_measurement_0201|live_measurement_0203","include","include","keep","keep","No explicit workbook instruction selected one repeat analysis, so the modelling value is the mean of all retained valid repeat assays.","No explicit workbook instruction selected one repeat analysis, so the modelling value is the mean of all retained valid repeat assays.","_rpt suffix","_rpt suffix","aqc_0037|aqc_0038","aqc_0035|aqc_0036",TRUE,TRUE,"_rpt suffix","_rpt suffix","no_green_rpt_named","no_green_rpt_named","resolved_mean_of_valid_repeats","resolved_mean_of_valid_repeats",TRUE,TRUE,"112|113","112|113","live_measurement_0201|live_measurement_0203|live_measurement_0202|live_measurement_0204"
"live_model_CP19312_2024.10.11_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","114","114","CP19312_2024-10-11_breast feather","CP19312_2024-10-11_breast feather","CP19312","breast","Breast",FALSE,0.257,3.33430696906379,"F","266441","266441","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11",1,1,"single_raw","sensitivity",FALSE,,,-20.1365264153173,15.7489177714583,-20.1365264153173,15.7489177714583,-20.1365264153173,15.7489177714583,"live_measurement_0206","live_measurement_0205","live_measurement_0206","live_measurement_0205","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"114","114","live_measurement_0205|live_measurement_0206"
"live_model_CP19312_2024.10.11_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","115","115","CP19312_2024-10-11_primary feather","CP19312_2024-10-11_primary feather","CP19312","primary","Primary",FALSE,0.258,3.36410491481139,"F","266441","266441","AU migrant","migrant","PTT revealed this bird migrating to west of Lake Martin, inland Victoria (arrival: July 2) BUT left Tasman Valley breeding grounds in early Dec to stay at Awarua Bay until mid May when it flew to AU",170.145122,-43.729755,TRUE,"live_pheno_012|live_pheno_029",2,"CP19312_2024-10-11",1,1,"single_raw","sensitivity",FALSE,,,-22.7393146013286,7.50565441127808,-22.7393146013286,7.50565441127808,-22.7393146013286,7.50565441127808,"live_measurement_0208","live_measurement_0207","live_measurement_0208","live_measurement_0207","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"115","115","live_measurement_0207|live_measurement_0208"
"live_model_CP19314_2024.10.10_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","116","116","CP19314_2024-10-10_breast feather","CP19314_2024-10-10_breast feather","CP19314","breast","Breast",FALSE,0.192,3.48108523354187,"M","266442","266442","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10",1,1,"single_raw","sensitivity",FALSE,,,-20.9353793877792,9.11276685224496,-20.9353793877792,9.11276685224496,-20.9353793877792,9.11276685224496,"live_measurement_0210","live_measurement_0209","live_measurement_0210","live_measurement_0209","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"116","116","live_measurement_0209|live_measurement_0210"
"live_model_CP19314_2024.10.10_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","117","117","CP19314_2024-10-10_primary feather","CP19314_2024-10-10_primary feather","CP19314","primary","Primary",FALSE,0.2,3.48440487722421,"M","266442","266442","AU migrant","migrant","PTT revealed this bird migrating to the Great Musselroe River, Inland NE Tasmania (arrival: April 24)",170.144119,-43.736765,TRUE,"live_pheno_013|live_pheno_030",2,"CP19314_2024-10-10",1,1,"single_raw","sensitivity",FALSE,,,-22.7451701926486,3.88852044699003,-22.7451701926486,3.88852044699003,-22.7451701926486,3.88852044699003,"live_measurement_0212","live_measurement_0211","live_measurement_0212","live_measurement_0211","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"117","117","live_measurement_0211|live_measurement_0212"
"live_model_CP19327_2024.10.04_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","118","118","CP19327_2024-10-04_breast feather","CP19327_2024-10-04_breast feather","CP19327","breast","Breast",FALSE,0.255,3.38331996529757,"M","266421","266421","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04",1,1,"single_raw","sensitivity",FALSE,,,-14.7462971530249,14.2859172518353,-14.7462971530249,14.2859172518353,-14.7462971530249,14.2859172518353,"live_measurement_0214","live_measurement_0213","live_measurement_0214","live_measurement_0213","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"118","118","live_measurement_0213|live_measurement_0214"
"live_model_CP19327_2024.10.04_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","119","119","CP19327_2024-10-04_primary feather","CP19327_2024-10-04_primary feather","CP19327","primary","Primary",FALSE,0.344,3.31591810647378,"M","266421","266421","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach in late February and wintered at the Waimea Inlet until early August",173.011575,-40.993306,TRUE,"live_pheno_055|live_pheno_065",2,"CP19327_2024-10-04",1,1,"single_raw","sensitivity",FALSE,,,-14.4092252688807,10.132253774983,-14.4092252688807,10.132253774983,-14.4092252688807,10.132253774983,"live_measurement_0216","live_measurement_0215","live_measurement_0216","live_measurement_0215","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"119","119","live_measurement_0215|live_measurement_0216"
"live_model_CP19340_2024.10.10_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","120","120","CP19340_2024-10-10_breast feather","CP19340_2024-10-10_breast feather","CP19340","breast","Breast",FALSE,0.228,3.39590848907457,"M","266393","266393","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE,"live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10",1,1,"single_raw","sensitivity",FALSE,,,-23.1370222195958,12.2141638963432,-23.1370222195958,12.2141638963432,-23.1370222195958,12.2141638963432,"live_measurement_0218","live_measurement_0217","live_measurement_0218","live_measurement_0217","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"120","120","live_measurement_0217|live_measurement_0218"
"live_model_CP19340_2024.10.10_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","121","121","CP19340_2024-10-10_primary feather","CP19340_2024-10-10_primary feather","CP19340","primary","Primary",FALSE,0.247,3.5218612875793,"M","266393","266393","AU migrant","migrant","PTT revealed this bird migrating to coastal Victoria near Lake Wellington (arrival: late March), but PTT stopped transmitting right before arrival",170.14463,-43.734073,TRUE,"live_pheno_014|live_pheno_031",2,"CP19340_2024-10-10",1,1,"single_raw","sensitivity",FALSE,,,-24.1378607729583,3.1426274682581,-24.1378607729583,3.1426274682581,-24.1378607729583,3.1426274682581,"live_measurement_0220","live_measurement_0219","live_measurement_0220","live_measurement_0219","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"121","121","live_measurement_0219|live_measurement_0220"
"live_model_CP19346_2024.10.02_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","122","122","CP19346_2024-10-02_breast feather","CP19346_2024-10-02_breast feather","CP19346","breast","Breast",FALSE,0.206,3.50032160664922,"M","266459","266459","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02",1,1,"single_raw","sensitivity",FALSE,,,-23.6106784068077,11.4762590619618,-23.6106784068077,11.4762590619618,-23.6106784068077,11.4762590619618,"live_measurement_0222","live_measurement_0221","live_measurement_0222","live_measurement_0221","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"122","122","live_measurement_0221|live_measurement_0222"
"live_model_CP19346_2024.10.02_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","123","123","CP19346_2024-10-02_primary feather","CP19346_2024-10-02_primary feather","CP19346","primary","Primary",FALSE,0.212,3.43371488382347,"M","266459","266459","resident","resident","PTT revealed that the bird remained at Lake Ellesmere / Kaitorete Spit the full year",172.431853,-43.845691,TRUE,"live_pheno_081|live_pheno_103",2,"CP19346_2024-10-02",1,1,"single_raw","sensitivity",FALSE,,,-21.4089644128114,13.9745906479413,-21.4089644128114,13.9745906479413,-21.4089644128114,13.9745906479413,"live_measurement_0224","live_measurement_0223","live_measurement_0224","live_measurement_0223","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"123","123","live_measurement_0223|live_measurement_0224"
"live_model_CP19350_2024.09.30_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","124","124","CP19350_2024-09-30_breast feather","CP19350_2024-09-30_breast feather","CP19350","breast","Breast",FALSE,0.243,3.36637403590901,"F","266387","266387","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE,"live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30",1,1,"single_raw","sensitivity",FALSE,,,-22.9932864768683,10.2356874401532,-22.9932864768683,10.2356874401532,-22.9932864768683,10.2356874401532,"live_measurement_0226","live_measurement_0225","live_measurement_0226","live_measurement_0225","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"124","124","live_measurement_0225|live_measurement_0226"
"live_model_CP19350_2024.09.30_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","125|126","125|126","CP19350_2024-09-30_primary feather|CP19350_2024-09-30_primary feather_rpt","CP19350_2024-09-30_primary feather","CP19350","primary","Primary",TRUE,0.223,3.36542626136903,"F","266387","266387","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Birdlings Flat in early May and went to the agricultural fields near the Rakaia River where it stayed until late July, when it returned to Birdling's Flat",172.591216,-43.832075,TRUE,"live_pheno_056|live_pheno_066",2,"CP19350_2024-09-30",2,2,"lab_green_average","sensitivity",FALSE,,,-20.4117485454833,15.2903010272083,-20.4117485454833,15.2903010272083,-20.4117485454833,15.2903010272083,"live_measurement_0228|live_measurement_0230","live_measurement_0227|live_measurement_0229","live_measurement_0228|live_measurement_0230","live_measurement_0227|live_measurement_0229","include","include","keep","keep","Green-highlighted average is the lab-approved adjudicated C value for this repeated assay.","Green-highlighted average is the lab-approved adjudicated N value for this repeated assay.","sheet note|green average","sheet note|green average","aqc_0041|aqc_0042","aqc_0039|aqc_0040",TRUE,TRUE,"green formatting|_rpt suffix","green formatting|_rpt suffix","all_rows_green","all_rows_green","resolved_use_average","resolved_use_average",TRUE,TRUE,"125|126","125|126","live_measurement_0227|live_measurement_0229|live_measurement_0228|live_measurement_0230"
"live_model_CP19360_2024.10.04_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","127","127","CP19360_2024-10-04_breast feather","CP19360_2024-10-04_breast feather","CP19360","breast","Breast",FALSE,0.234,3.4836008419276,"F","266403","266403","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",173.030661,-41.11765,TRUE,"live_pheno_057|live_pheno_067",2,"CP19360_2024-10-04",1,1,"single_raw","sensitivity",FALSE,,,-15.6494167356104,9.64897104177514,-15.6494167356104,9.64897104177514,-15.6494167356104,9.64897104177514,"live_measurement_0232","live_measurement_0231","live_measurement_0232","live_measurement_0231","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"127","127","live_measurement_0231|live_measurement_0232"
"live_model_CP19360_2024.10.04_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","128","128","CP19360_2024-10-04_primary feather","CP19360_2024-10-04_primary feather","CP19360","primary","Primary",FALSE,0.239,3.39460799643214,"F","266403","266403","SI migrant","migrant","PTT revealed that the bird left the breeding grounds at Porter's Beach shortly after deployment, when it jumped between to the Wainui Inlet and Motueka Spit and the Motueka River Mouth",173.030661,-41.11765,TRUE,"live_pheno_057|live_pheno_067",2,"CP19360_2024-10-04",1,1,"single_raw","sensitivity",FALSE,,,-12.5071712878275,8.99088025870186,-12.5071712878275,8.99088025870186,-12.5071712878275,8.99088025870186,"live_measurement_0234","live_measurement_0233","live_measurement_0234","live_measurement_0233","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"128","128","live_measurement_0233|live_measurement_0234"
"live_model_CP19361_2024.10.04_breast.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","129","129","CP19361_2024-10-04_breast feather","CP19361_2024-10-04_breast feather","CP19361","breast","Breast",FALSE,0.232,3.54154995621103,"M","266469","266469","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.033468,-41.123473,TRUE,"live_pheno_082|live_pheno_104",2,"CP19361_2024-10-04",1,1,"single_raw","sensitivity",FALSE,,,-13.9185362373694,13.103579897515,-13.9185362373694,13.103579897515,-13.9185362373694,13.103579897515,"live_measurement_0236","live_measurement_0235","live_measurement_0236","live_measurement_0235","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"129","129","live_measurement_0235|live_measurement_0236"
"live_model_CP19361_2024.10.04_primary.feather","live_batch5_cn","data/Master_EA_C_N_SI_Batch 5 Breast and Primary Feathers_LEH_Repeats added_April25_v1_SB_v2.xls","Sample results_C&N","130","130","CP19361_2024-10-04_primary feather","CP19361_2024-10-04_primary feather","CP19361","primary","Primary",FALSE,0.278,4.692646616758,"M","266469","266469","resident","resident","PTT revealed that the bird remained at Motueka Spit the full year",173.033468,-41.123473,TRUE,"live_pheno_082|live_pheno_104",2,"CP19361_2024-10-04",1,1,"single_raw","sensitivity",FALSE,,,-18.6217265975006,12.068069487138,-18.6217265975006,12.068069487138,-18.6217265975006,12.068069487138,"live_measurement_0238","live_measurement_0237","live_measurement_0238","live_measurement_0237","include","include","keep","keep",,,,,,,FALSE,FALSE,,,,,,,TRUE,TRUE,"130","130","live_measurement_0237|live_measurement_0238"
